t,year,earth_arrivals_tons,rocket_arrivals_tons,elevator_arrivals_tons,rocket_trips,isru_production_tons,total_supply_tons,isru_share,cumulative_city_tons,capacity_tpy
36,2053.0,29932.526649559077,15015.859982892409,14916.666666666666,88.0,90583.3040958927,120515.83074545178,0.7516299189541228,5193655.081394624,3740479.0905447477
37,2053.0833333333335,30151.28436231867,15234.617695652005,14916.666666666666,89.0,0.0,30151.28436231867,0.0,5344411.503206218,3875650.1828124044
38,2053.1666666666665,30199.22986376855,15282.563197101883,14916.666666666666,89.0,0.0,30199.22986376855,0.0,5495407.652525061,4010497.789702862
39,2053.25,30246.99652205609,15330.329855389424,14916.666666666666,89.0,0.0,30246.99652205609,0.0,5646642.635135341,4145022.3648560476
40,2053.3333333333335,30294.582961069325,15377.916294402658,14916.666666666666,89.0,0.0,30294.582961069325,0.0,5798115.549940688,4279224.353141161
41,2053.4166666666665,30341.987833013696,15425.32116634703,14916.666666666666,89.0,0.0,30341.987833013696,0.0,5949825.489105755,4413104.190834808
42,2053.5,30563.05861790567,15646.391951239006,14916.666666666666,90.0,107643.57772209635,138206.636340002,0.7788596884543408,6102640.782195284,4547531.549795859
43,2053.5833333333335,30610.62494045971,15693.958273793045,14916.666666666666,90.0,214440.20037871442,245050.82531917412,0.8750845874500119,6255693.906897583,4681636.626374007
44,2053.6666666666665,30658.003739172986,15741.337072506318,14916.666666666666,90.0,0.0,30658.003739172986,0.0,6408983.925593448,4815419.825793314
45,2053.75,30705.193765916643,15788.527099249975,14916.666666666666,90.0,215100.85648521717,245806.0502511338,0.8750836534147719,6562509.89442303,4948881.545348759
46,2053.8333333333335,30752.193801288267,15835.527134621601,14916.666666666666,90.0,0.0,30752.193801288267,0.0,6716270.863429472,5082022.1745829135
47,2053.9166666666665,30975.473054472357,16058.806387805691,14916.666666666666,91.0,434643.70395509823,465619.1770095706,0.9334746621618729,6871148.228701834,5215724.447461179
48,2054.0,31022.60752497706,16105.94085831039,14916.666666666666,91.0,0.0,31022.60752497706,0.0,7026261.266326719,5349105.29988831
49,2054.0833333333335,31069.546368415453,16152.879701748785,14916.666666666666,91.0,15534.773184207726,46604.31955262318,0.3333333333333333,7181608.998168796,5482165.092980852
50,2054.1666666666665,31116.2884678775,16199.621801210835,14916.666666666666,91.0,189574.38706281252,220690.67553069,0.8590049697702323,7337190.440508183,5614904.180766153
51,2054.25,31162.832735388467,16246.166068721803,14916.666666666666,91.0,478943.5758630475,510106.408598436,0.93890915265893,7493004.604185126,5747322.91035657
52,2054.3333333333335,31388.216699171346,16471.55003250468,14916.666666666666,92.0,0.0,31388.216699171346,0.0,7649945.687680982,5880316.815059274
53,2054.4166666666665,31434.86924726898,16518.202580602316,14916.666666666666,92.0,70538.22873722884,101973.09798449781,0.691733703608301,7807120.033917327,6012989.841232872
54,2054.5,31481.318664658116,16564.651997991452,14916.666666666666,92.0,0.0,31481.318664658116,0.0,7964526.627240618,6145342.310217692
55,2054.5833333333335,31527.563967877788,16610.89730121112,14916.666666666666,92.0,0.0,31527.563967877788,0.0,8122164.447080007,6277374.537097841
56,2054.6666666666665,31573.604202412265,16656.937535745597,14916.666666666666,92.0,534090.5692393328,565664.1734417451,0.9441831289927647,8280032.468092068,6409086.830871995
57,2054.75,31800.990309738052,16884.323643071384,14916.666666666666,93.0,545115.6044965598,576916.5948062979,0.9448776641267956,8439037.419640759,6541387.253958718
58,2054.8333333333335,31847.113608157983,16930.446941491315,14916.666666666666,93.0,0.0,31847.113608157983,0.0,8598272.987681549,3448748.166717914
59,2054.9166666666665,31893.026888892375,16976.360222225707,14916.666666666666,93.0,0.0,31893.026888892375,0.0,8757738.12212601,3593843.5171343843
60,2055.0,31938.729303175176,17022.06263650851,14916.666666666666,93.0,0.0,31938.729303175176,0.0,8917431.768641885,3738562.8156622006
61,2055.0833333333335,31984.220031006975,17067.55336434031,14916.666666666666,93.0,0.0,31984.220031006975,0.0,9077352.86879692,3882906.5707519767
62,2055.1666666666665,32029.49828103676,17112.83161437009,14916.666666666666,93.0,32144.277541778778,64173.775822815536,0.5008942847703003,9237500.360202104,4026875.2847790276
63,2055.25,32259.056802520798,17342.390135854133,14916.666666666666,94.0,0.0,32259.056802520798,0.0,9398795.644214708,4171391.921771719
64,2055.3333333333335,32304.390106041414,17387.723439374746,14916.666666666666,94.0,154540.59561721573,186844.98572325715,0.82710592965075,9560317.594744915,4315533.072627878
65,2055.4166666666665,32349.506419911282,17432.839753244618,14916.666666666666,94.0,0.0,32349.506419911282,0.0,9722065.126844471,4459299.216924818
66,2055.5,32394.405058764838,17477.73839209817,14916.666666666666,94.0,383557.569067899,415951.9741266639,0.9221198429775928,9884037.152138295,4602690.828814789
67,2055.5833333333335,32439.085365494946,17522.41869882828,14916.666666666666,94.0,0.0,32439.085365494946,0.0,10046232.57896577,4745708.377188868
68,2055.6666666666665,32670.42841369629,17753.76174702962,14916.666666666666,95.0,0.0,32670.42841369629,0.0,10209584.721034251,4889286.734352396
69,2055.75,32715.14085437155,17798.474187704887,14916.666666666666,95.0,72209.13985524762,104924.28070961917,0.6882023814400825,10373160.42530611,5032490.4105644515
70,2055.8333333333335,32759.630817684993,17842.96415101833,14916.666666666666,95.0,431276.65455073805,464036.28536842304,0.929402868157874,10536958.579394534,5175319.854608857
71,2055.9166666666665,32803.89775212668,17887.231085460015,14916.666666666666,95.0,443147.9592201625,475951.85697228916,0.9310772775196114,10700978.068155168,5317775.510641953
72,2056.0,32847.94113389332,17931.274467226656,14916.666666666666,95.0,0.0,32847.94113389332,0.0,10865217.773824634,4455882.461252398
73,2056.0833333333335,33080.97198038427,18164.305313717603,14916.666666666666,96.0,0.0,33080.97198038427,0.0,11030622.633726556,4602721.144232434
74,2056.1666666666665,33125.02568806006,18208.359021393393,14916.666666666666,96.0,0.0,33125.02568806006,0.0,11196247.762166856,4749168.267905099
75,2056.25,33168.85206799103,18252.185401324357,14916.666666666666,96.0,33190.651384449404,66359.50345244043,0.5001642516544296,11362092.02250681,4895224.327128783
76,2056.3333333333335,33212.45070090778,18295.784034241115,14916.666666666666,96.0,0.0,33212.45070090778,0.0,11528154.27601135,5040889.812603619
77,2056.4166666666665,33255.821194542776,18339.154527876115,14916.666666666666,96.0,432180.43425198493,465436.25544652774,0.9285491389951176,11694433.381984064,5186165.211023818
78,2056.5,33298.963183417545,18382.29651675088,14916.666666666666,96.0,0.0,33298.963183417545,0.0,11860928.197901152,5331051.005228306
79,2056.5833333333335,33533.80559593535,18617.138929268687,14916.666666666666,97.0,456375.61005718313,489909.4156531185,0.9315510081568241,12028597.22588083,5476507.320686198
80,2056.6666666666665,33576.93420979668,18660.267543130016,14916.666666666666,97.0,0.0,33576.93420979668,0.0,12196481.896929812,5621573.211232321
81,2056.75,33619.83099096255,18703.16432429589,14916.666666666666,97.0,0.0,33619.83099096255,0.0,12364581.051884625,5766249.144473666
82,2056.8333333333335,33662.495676171566,18745.8290095049,14916.666666666666,97.0,0.0,33662.495676171566,0.0,12532893.530265482,5910535.58475255
83,2056.9166666666665,33704.92802808676,18788.261361420096,14916.666666666666,97.0,504536.082774154,538241.0108022408,0.937379487345548,12701418.170405917,6054432.993289849
84,2057.0,33747.127835055835,18830.46116838917,14916.666666666666,97.0,0.0,33747.127835055835,0.0,12870153.809581196,6197941.82832642
85,2057.0833333333335,33983.6560267853,19066.989360118634,14916.666666666666,98.0,528502.9459035266,562486.6019303119,0.9395831724521758,13040072.089715123,6342035.350842319
86,2057.1666666666665,34025.82045973107,19109.153793064404,14916.666666666666,98.0,0.0,34025.82045973107,0.0,13210201.192013778,6485739.305845799
87,2057.25,34067.749462065294,19151.08279539863,14916.666666666666,98.0,0.0,34067.749462065294,0.0,13380539.939324103,6629054.139381768
88,2057.3333333333335,34109.442921247886,19192.776254581222,14916.666666666666,98.0,17054.721460623943,51164.16438187183,0.3333333333333333,13551087.153930342,6771980.295073917
89,2057.4166666666665,34150.90074942103,19234.234082754363,14916.666666666666,98.0,576209.8511881845,610360.7519376054,0.9440480066239383,13721841.657677447,6914518.214258214
90,2057.5,34192.122883147145,19275.45621648048,14916.666666666666,98.0,294792.47834982944,328984.6012329766,0.8960677102970744,13892802.272093184,7056668.336114542
91,2057.5833333333335,34430.21584045306,19513.549173786392,14916.666666666666,99.0,0.0,34430.21584045306,0.0,14064953.351295449,7199416.630582997
92,2057.6666666666665,34471.38231428666,19554.715647619993,14916.666666666666,99.0,279775.4039170715,314246.7862313582,0.8903047419269142,14237310.262866883,7341775.972860334
93,2057.75,34512.31064168928,19595.643975022613,14916.666666666666,99.0,0.0,34512.31064168928,0.0,14409871.816075329,7483746.792848529
94,2057.8333333333335,34553.00085454246,19636.334187875793,14916.666666666666,99.0,0.0,34553.00085454246,0.0,14582636.820348041,7625329.518817706
95,2057.9166666666665,34593.45300803024,19676.786341363575,14916.666666666666,99.0,0.0,34593.45300803024,0.0,14755604.085388191,7766524.57752945
96,2058.0,34633.667180359575,19717.000513692907,14916.666666666666,99.0,0.0,34633.667180359575,0.0,14928772.42128999,7907332.394358208
