t,year,earth_arrivals_tons,rocket_arrivals_tons,elevator_arrivals_tons,rocket_trips,isru_production_tons,total_supply_tons,isru_share,cumulative_city_tons,capacity_tpy,N_t,C_dom,C_ag,M_dot_base,C_ind,loss_bio,loss_ind,loss_leak,net_loss,W_preempt,W_reactive,q_E_preempt,q_E_reactive
218,2068.1666666666665,71252.72741770404,26502.72741770404,44749.99999999999,114.0,313437.6992012701,384690.4266189742,0.8147790470276557,71123594.95108785,3761252.3904152415,0,0.0,0.0,950.6684977359546,95.06684977359546,0.0,4.7533424886797775,0.0,4.7533424886797775,582708.4165287112,407139.410518518,-846.587617272818,0.0
219,2068.25,71271.22079919458,26521.220799194576,44750.0,114.0,256658.09366632428,327929.31446551887,0.7826628555139781,71479951.05508383,3079897.1239958913,0,0.0,0.0,-1892.0370717818441,0.0,0.0,0.0,0.0,0.0,585937.1863485305,411272.14890097483,-889.3378121366796,0.0
220,2068.3333333333335,71289.55561116667,26539.55561116666,44750.00000000001,114.0,285158.2224446666,356447.7780558333,0.7999999999999999,71836398.83313966,3421898.6693359995,0,0.0,0.0,950.6154530104812,95.06154530104813,0.0,4.7530772650524105,0.0,4.7530772650524105,588978.3327467686,415261.9505706149,-934.09985161448,0.0
221,2068.4166666666665,71307.73297937389,26557.732979373897,44750.0,114.0,285230.93191749556,356538.66489686945,0.8,72192937.49803653,3422771.1830099467,0,0.0,0.0,3.0295613678715503,0.30295613678715505,0.0,0.015147806839357765,0.0,0.015147806839357765,592117.679575163,419393.55764052883,-977.783876338097,0.0
222,2068.5,71325.75402592841,26575.754025928414,44749.99999999999,114.0,313761.53387864283,385087.2879045713,0.8147802945819294,72549566.26816617,3765138.406543714,0,0.0,0.0,951.6207669233942,95.16207669233943,0.0,4.758103834616976,0.0,4.758103834616976,595068.7302137692,423382.5317290203,-1023.5297730573673,0.0
223,2068.5833333333335,71343.61986922295,26593.61986922295,44750.0,114.0,256915.96170196257,328259.5815711855,0.7826609674948619,72906284.36751229,3082991.540423551,0,0.0,0.0,-1894.2568777795261,0.0,0.0,0.0,0.0,0.0,598117.6198396548,427513.9165180429,-1068.1879799300134,0.0
224,2068.6666666666665,71361.33162385595,26611.331623855953,44749.99999999999,114.0,285445.32649542374,356806.65811927966,0.8,73263091.02563156,3425343.917945085,0,0.0,0.0,951.5692182698054,95.15692182698055,0.0,4.757846091349032,0.0,4.757846091349032,600976.735035871,431502.22164225933,-1114.9729527233267,0.0
225,2068.75,71378.89040055883,26628.89040055882,44750.00000000001,114.0,285515.5616022353,356894.45200279413,0.8,73619985.47763436,3426186.7392268237,0,0.0,0.0,2.926462783815805,0.2926462783815805,0.0,0.01463231391907904,0.0,0.01463231391907904,603932.2292116847,435632.49082103826,-1160.6521268490924,0.0
226,2068.8333333333335,71396.29730612427,26646.297306124263,44750.0,114.0,285585.189224497,356981.4865306213,0.7999999999999999,73976966.96416497,3427022.2706939643,0,0.0,0.0,2.9011509275723557,0.29011509275723557,0.0,0.014505754637861792,0.0,0.014505754637861792,606839.6187267854,439762.4196074974,-1208.5142931591495,0.0
227,2068.9166666666665,71413.55344333766,26663.553443337656,44750.0,114.0,285654.2137733506,357067.76721668825,0.7999999999999999,74334034.73138167,3427850.565280207,0,0.0,0.0,2.876022868898387,0.2876022868898387,0.0,0.014380114344491947,0.0,0.014380114344491947,609698.3473308912,443892.0080024331,-1256.9366909033308,0.0
228,2069.0,71664.70078732182,26914.700787321824,44750.0,115.0,314324.2798773457,385988.9806646675,0.8143348531247803,74692358.23531827,3771891.358528149,0,0.0,0.0,964.0404482659748,96.40404482659748,0.0,4.820202241329879,0.0,4.820202241329879,612363.667028387,447877.07760119304,-1305.932706320133,0.0
229,2069.0833333333335,71681.80743326855,26931.807433268554,44749.99999999999,115.0,259061.7530050157,330743.5604382842,0.7832707390031132,75050767.27248462,3108741.036060188,0,0.0,0.0,-1841.5140075461104,0.0,0.0,0.0,0.0,0.0,615125.5242686439,452006.42117805965,-1353.779120823969,0.0
230,2069.1666666666665,71698.76530079033,26948.76530079033,44750.0,115.0,287856.81457615737,359555.5798769477,0.8005905920711115,75409261.09898856,3454281.774913889,0,0.0,0.0,960.4006479554499,96.04006479554499,0.0,4.802003239777254,0.0,4.802003239777254,617692.9005696074,455991.36054576817,-1403.969808154163,0.0
231,2069.25,71715.57548552073,26965.57548552074,44749.99999999999,115.0,285800.5485690868,357516.1240546076,0.799406038888006,75767838.97641616,3429606.582829042,0,0.0,0.0,-67.98186074466987,0.0,0.0,0.0,0.0,0.0,620355.0940554289,460120.02793238935,-1452.9987724642888,0.0
232,2069.3333333333335,71732.23907873259,26982.239078732586,44750.0,115.0,286928.9563149303,358661.1953936629,0.7999999999999999,76126500.17180982,3443147.4757791637,0,0.0,0.0,38.16904463517712,3.8169044635177123,0.0,0.1908452231758858,0.0,0.1908452231758858,622959.9004318694,464242.6259066997,-1504.438675692895,0.0
233,2069.4166666666665,71748.75716728036,26998.757167280357,44750.00000000001,115.0,286995.02866912144,358743.7858364018,0.8,76485243.95764624,3443940.3440294573,0,0.0,0.0,2.7530147579634408,0.27530147579634406,0.0,0.013765073789817216,0.0,0.013765073789817216,625517.78638544,468370.1927356604,-1556.4544358464127,0.0
234,2069.5,71765.1308335446,27015.130833544583,44750.00000000001,115.0,287060.5233341784,358825.65416772297,0.8,76844069.61181396,3444726.2800101405,0,0.0,0.0,2.7289443773721964,0.27289443773721966,0.0,0.013644721886860995,0.0,0.013644721886860995,628022.7148386943,472497.4192112759,-1609.2023895569234,0.0
235,2069.5833333333335,71781.36115537718,27031.361155377184,44749.99999999999,115.0,287125.4446215087,358906.8057768859,0.8,77202976.41759084,3445505.3354581045,0,0.0,0.0,2.705053638763881,0.27050536387638807,0.0,0.013525268193819415,0.0,0.013525268193819415,630474.0078608356,476624.3053349625,-1662.6326602428226,0.0
236,2069.6666666666665,71797.44920604941,27047.44920604941,44750.0,115.0,287189.7968241976,358987.24603024696,0.8,77561963.66362108,3446277.561890371,0,0.0,0.0,2.6813417787023353,0.2681341778702335,0.0,0.013406708893511688,0.0,0.013406708893511688,632870.9695642537,480750.85110825114,-1716.7632613267438,0.0
237,2069.75,71813.39605420166,27063.396054201658,44750.0,115.0,287253.58421680663,359066.9802710083,0.8,77921030.6438921,3447043.01060168,0,0.0,0.0,2.657808025377259,0.2657808025377259,0.0,0.013289040126886307,0.0,0.013289040126886307,635212.8853847296,484877.0565327883,-1771.6129275233827,0.0
238,2069.8333333333335,71829.20276379414,27079.202763794143,44749.99999999999,115.0,287316.8110551765,359146.01381897065,0.7999999999999999,78280176.65771106,3447801.732662118,0,0.0,0.0,2.6344515987458483,0.26344515987458483,0.0,0.013172257993729253,0.0,0.013172257993729253,637499.0213226932,489002.92161033745,-1827.2011538477423,0.0
239,2069.9166666666665,71844.87039406017,27094.87039406017,44750.0,115.0,287379.4815762407,359224.35197030084,0.8,78639401.00968136,3448553.7789148884,0,0.0,0.0,2.6112717110062174,0.2611271711006217,0.0,0.013056358555031098,0.0,0.013056358555031098,639728.6231428626,493128.44634277996,-1883.5482372971203,0.0
240,2070.0,71860.39999946108,27110.39999946107,44750.00000000001,115.0,287441.5999978443,359301.9999973054,0.8,78998703.00967866,3449299.199974132,0,0.0,0.0,2.5882675668185886,0.2588267566818589,0.0,0.012941337834092957,0.0,0.012941337834092957,641900.9155293702,497253.63073211635,-1940.6753214286468,0.0
241,2070.0833333333335,71875.79262964202,27125.792629642023,44750.0,115.0,316192.1735935374,388067.9662231794,0.8147855559190733,79358081.97282687,3794306.0831224495,0,0.0,0.0,958.8655408624676,95.88655408624676,0.0,4.794327704312343,0.0,4.794327704312343,643871.6561778709,501235.02976509265,-1998.6044440756878,0.0
242,2070.1666666666665,72127.05845399377,27377.05845399377,44750.0,116.0,259819.2307410057,331946.2891949995,0.7827146716147706,79718717.26509684,3117830.768892069,0,0.0,0.0,-1870.7225676059975,0.0,0.0,0.0,0.0,0.0,645929.3574992198,505359.9268459456,-2055.3093739695314,0.0
243,2070.25,72142.31175719196,27392.311757191954,44750.00000000001,116.0,288569.24702876783,360711.5587859598,0.8,80079428.8238828,3462830.964345214,0,0.0,0.0,958.8423196986764,95.88423196986764,0.0,4.794211598493386,0.0,4.794211598493386,647783.452146847,509340.65383742034,-2114.9182246263745,0.0
244,2070.3333333333335,72157.43004083732,27407.43004083732,44750.00000000001,116.0,288629.7201633493,360787.1502041866,0.8,80440215.97408698,3463556.6419601915,0,0.0,0.0,2.5197139408943863,0.25197139408943864,0.0,0.012598569704471943,0.0,0.012598569704471943,649722.4728410939,513464.4974925094,-2173.2860609831027,0.0
245,2070.4166666666665,72172.41434386409,27422.414343864093,44750.0,116.0,288689.65737545636,360862.0717193204,0.8,80801078.0458063,3464275.8885054765,0,0.0,0.0,2.4973838377918582,0.24973838377918584,0.0,0.012486919188959302,0.0,0.012486919188959302,651599.9575870337,517588.0008434761,-2234.6637737476094,0.0
246,2070.5,72187.26570015335,27437.265700153355,44749.99999999999,116.0,288749.06280061335,360936.3285007667,0.7999999999999999,81162014.37430707,3464988.75360736,0,0.0,0.0,2.475226048211334,0.24752260482113342,0.0,0.012376130241056682,0.0,0.012376130241056682,653414.9839189786,521711.16389283194,-2296.969054348996,0.0
247,2070.5833333333335,72201.98513849809,27451.985138498087,44750.0,116.0,288807.94055399235,361009.9256924904,0.8,81523024.29999955,3465695.2866479084,0,0.0,0.0,2.4532397241234625,0.24532397241234627,0.0,0.012266198620617324,0.0,0.012266198620617324,655166.6008291963,525833.9866432156,-2360.230521830506,0.0
248,2070.6666666666665,72216.57368257052,27466.573682570524,44750.0,116.0,317694.81316942174,389911.3868519923,0.8147872154603593,81884107.1684124,3812337.7580330614,0,0.0,0.0,963.3820386500622,96.33820386500622,0.0,4.816910193250315,0.0,4.816910193250315,656709.6848353735,529812.3265051978,-2424.4781379561227,0.0
249,2070.75,72231.03235089094,27481.03235089093,44750.0,116.0,260095.610964424,332326.64331531496,0.7826504922075797,82245262.33016686,3121147.331573088,0,0.0,0.0,-1919.4914512225776,0.0,0.0,0.0,0.0,0.0,658334.1703801234,533934.8421446556,-2487.455314847199,0.0
250,2070.8333333333335,72245.36215679717,27495.362156797164,44750.00000000001,116.0,288981.4486271886,361226.81078398577,0.8,82606489.14095084,3467777.383526264,0,0.0,0.0,963.3389156223604,96.33389156223605,0.0,4.8166945781118065,0.0,4.8166945781118065,659747.6980869668,537912.5134038002,-2553.776941614969,0.0
251,2070.9166666666665,72259.56410841635,27509.56410841635,44750.0,116.0,289038.25643366534,361297.8205420817,0.7999999999999999,82967786.96149293,3468459.0772039844,0,0.0,0.0,2.366991936531849,0.23669919365318492,0.0,0.011834959682659256,0.0,0.011834959682659256,661240.2160072653,542033.9989788927,-2618.814722737082,0.0
252,2071.0,72273.639208638,27523.639208637986,44750.00000000001,116.0,289094.556834552,361368.1960431899,0.8,83329155.15753612,3469134.6820146237,0,0.0,0.0,2.3458500369393733,0.23458500369393734,0.0,0.011729250184696878,0.0,0.011729250184696878,662664.090511638,546155.1442681389,-2687.336933454421,0.0
253,2071.0833333333335,72287.58845508767,27537.58845508767,44749.99999999999,116.0,289150.3538203506,361437.9422754383,0.7999999999999999,83690593.09981155,3469804.2458442072,0,0.0,0.0,2.324874408279235,0.23248744082792352,0.0,0.011624372041396186,0.0,0.011624372041396186,664018.1679563526,550275.9492749553,-2757.0184832481864,0.0
254,2071.1666666666665,72301.41284010297,27551.412840102977,44750.0,116.0,318071.1493628087,390372.5622029117,0.8147886920328139,84052100.16401207,3816853.7923537046,0,0.0,0.0,964.4873309157808,96.44873309157809,0.0,4.822436654578909,0.0,4.822436654578909,665156.927228529,554252.0865128783,-2827.8994475232316,0.0
255,2071.25,72315.11335071058,27565.113350710588,44749.99999999999,116.0,260394.95540044553,332710.0687511561,0.7826482570180429,84413675.73076563,3124739.4648053464,0,0.0,0.0,-1922.0831150585204,0.0,0.0,0.0,0.0,0.0,666370.6741998822,558372.5655056689,-2897.489951377702,0.0
256,2071.3333333333335,72328.69096860409,27578.69096860408,44750.00000000001,116.0,289314.7638744163,361643.4548430204,0.7999999999999999,84775319.18560864,3471777.166492996,0,0.0,0.0,964.4462030621439,96.4446203062144,0.0,4.822231015310725,0.0,4.822231015310725,667366.2381501462,562348.0341947507,-2970.9048964265644,0.0
257,2071.4166666666665,72580.0100034868,27830.010003486794,44750.0,117.0,290320.0400139471,362900.05001743394,0.7999999999999999,85138219.23562607,3483840.4801673656,0,0.0,0.0,41.88650581378412,4.188650581378412,0.0,0.2094325290689208,0.0,0.2094325290689208,668427.9854759409,566461.5555493624,-3043.0225118207395,0.0
258,2071.5,72593.45971439437,27843.45971439437,44750.0,117.0,319357.64806155337,391951.1077759477,0.8147895023787223,85501186.53419805,3832291.77673864,0,0.0,0.0,968.3685919504593,96.83685919504593,0.0,4.8418429597523005,0.0,4.8418429597523005,669274.657753619,570435.7617976074,-3119.036768072979,0.0
259,2071.5833333333335,72606.78841116403,27856.788411164027,44750.0,117.0,261443.3444406802,334050.13285184425,0.7826470302786375,85864220.47625387,3137320.1332881628,0,0.0,0.0,-1930.0324974701157,0.0,0.0,0.0,0.0,0.0,670191.69006509,574554.8921507909,-3193.861467049525,0.0
260,2071.6666666666665,72619.99706224281,27869.99706224281,44749.99999999999,117.0,290479.9882489712,363099.985311214,0.7999999999999999,86227320.46156508,3485759.858987654,0,0.0,0.0,968.3284153123251,96.83284153123252,0.0,4.84164207656163,0.0,4.84164207656163,670884.3410453182,578528.4299808148,-3272.9171166362307,0.0
261,2071.75,72633.08663060828,27883.086630608283,44749.99999999999,117.0,290532.34652243304,363165.4331530413,0.8,86590485.89471811,3486388.1582691967,0,0.0,0.0,2.1815947275764,0.21815947275764003,0.0,0.01090797363788201,0.0,0.01090797363788201,671644.1000905255,582646.5587057739,-3350.673353829768,0.0
262,2071.8333333333335,72646.05807375358,27896.058073753586,44750.0,117.0,290584.23229501426,363230.2903687678,0.8,86953716.18508688,3487010.7875401713,0,0.0,0.0,2.1619071908838428,0.21619071908838428,0.0,0.010809535954419223,0.0,0.010809535954419223,672321.5901276286,586764.3472064697,-3432.882001810634,0.0
263,2071.9166666666665,72658.91234367427,27908.912343674267,44750.0,117.0,319648.011470316,392306.92381399026,0.8147906449437915,87317010.74680525,3835776.137643792,0,0.0,0.0,969.2211148407484,96.92211148407485,0.0,4.846105574203746,0.0,4.846105574203746,672770.0796824303,590736.7336769764,-3516.7671454616784,0.0
264,2072.0,72671.65038685626,27921.65038685625,44750.00000000001,117.0,261674.239451806,334345.88983866223,0.7826453005840037,87680368.99873954,3140090.8734216723,0,0.0,0.0,-1932.0344658442675,0.0,0.0,0.0,0.0,0.0,673281.3055157394,594854.1722825033,-3599.37666005063,0.0
265,2072.0833333333335,72684.27314426425,27934.273144264254,44750.0,117.0,290869.04393086693,363553.3170751312,0.8000725898225172,88043790.36446086,3490428.5271704034,0,0.0,0.0,973.5809078822999,97.35809078823,0.0,4.867904539411504,0.0,4.867904539411504,673558.9919831951,598825.2306319642,-3686.8362875690655,0.0
266,2072.1666666666665,72696.78155133197,27946.78155133197,44749.99999999999,117.0,290655.1748515179,363351.9564028499,0.7999273699499976,88407274.27221753,3487862.0982182147,0,0.0,0.0,-6.712022409378551,0.0,0.0,0.0,0.0,0.0,673896.5071690113,602941.9951960781,-3773.0215648519174,0.0
267,2072.25,72709.17653795326,27959.17653795325,44750.00000000001,117.0,290836.70615181304,363545.8826897663,0.8,88770820.15490729,3490040.4738217564,0,0.0,0.0,6.464209563880771,0.6464209563880772,0.0,0.03232104781940389,0.0,0.03232104781940389,674141.6793360013,607057.4470650438,-3864.3668259780284,0.0
268,2072.3333333333335,72721.45902847382,27971.459028473815,44750.00000000001,117.0,290885.8361138953,363607.2951423691,0.8,89134427.45004965,3490630.0333667435,0,0.0,0.0,2.0470817534272405,0.20470817534272406,0.0,0.010235408767136212,0.0,0.010235408767136212,674294.0950276722,611173.2185488587,-3957.765439454738,0.0
269,2072.4166666666665,72733.62994168446,27983.62994168445,44750.00000000001,117.0,290934.51976673777,363668.14970842225,0.7999999999999999,89498095.59975807,3491214.2372008534,0,0.0,0.0,2.0284855351046036,0.20284855351046038,0.0,0.010142427675523029,0.0,0.010142427675523029,674350.915199768,615288.6498411493,-4053.351047154997,0.0
270,2072.5,72745.69019081538,27995.690190815378,44750.0,117.0,290982.7607632615,363728.4509540769,0.8,89861824.05071215,3491793.1291591385,0,0.0,0.0,2.010041521821404,0.2010041521821404,0.0,0.010050207609107029,0.0,0.010050207609107029,674309.8721839453,619403.7409474342,-4151.212266661144,0.0
271,2072.5833333333335,72757.64068353086,28007.640683530863,44749.99999999999,117.0,291030.5627341234,363788.20341765427,0.7999999999999999,90225612.2541298,3492366.7528094808,0,0.0,0.0,1.9917487859124472,0.19917487859124472,0.0,0.009958743929562244,0.0,0.009958743929562244,674168.5873017757,623518.4918733707,-4251.460297169585,0.0
272,2072.6666666666665,72769.48232192546,28019.482321925458,44750.00000000001,117.0,291077.92928770185,363847.4116096273,0.8,90589459.66573945,3492935.151452422,0,0.0,0.0,1.9736063991013604,0.19736063991013605,0.0,0.009868031995506812,0.0,0.009868031995506812,673924.5625293297,627632.9026247547,-4354.214682544194,0.0
273,2072.75,72781.21600252115,28031.216002521145,44750.0,117.0,291124.86401008454,363906.0800126057,0.7999999999999999,90953365.74575204,3493498.3681210144,0,0.0,0.0,1.9556134326131238,0.1955613432613124,0.0,0.009778067163065628,0.0,0.009778067163065628,673575.171306352,631746.973207521,-4459.60416741871,0.0
274,2072.8333333333335,72792.84261626485,28042.842616264857,44750.0,117.0,291171.37046505936,363964.21308132424,0.7999999999999999,91317329.95883337,3494056.4455807125,0,0.0,0.0,1.9377689572846672,0.19377689572846674,0.0,0.009688844786423345,0.0,0.009688844786423345,673117.6483774426,635860.7036277434,-4567.767665956851,0.0
275,2072.9166666666665,73044.14392928407,28294.14392928406,44750.00000000001,118.0,292176.57571713626,365220.71964642033,0.8,91682550.6784798,3506118.908605635,0,0.0,0.0,41.88355216986965,4.188355216986966,0.0,0.2094177608493485,0.0,0.2094177608493485,672543.0840123666,639968.0993696155,-4678.855361552273,0.0
276,2073.0,73055.65662507867,28305.656625078664,44750.00000000001,118.0,292222.6265003146,365278.2831253933,0.7999999999999999,92047828.96160518,3506671.5180037757,0,0.0,0.0,1.9187826324331885,0.19187826324331886,0.0,0.009593913162165952,0.0,0.009593913162165952,671860.5541598494,644081.1475439399,-4792.863444787961,0.0
277,2073.0833333333335,73067.06400086274,28317.06400086274,44750.0,118.0,292268.2560034509,365335.3200043136,0.8,92413164.28160948,3507219.072041411,0,0.0,0.0,1.901229297342555,0.1901229297342555,0.0,0.009506146486712785,0.0,0.009506146486712785,671060.6457151837,648193.8555972499,-4910.301547424524,0.0
278,2073.1666666666665,73078.36693270458,28328.36693270457,44750.00000000001,118.0,321499.7911587301,394578.1580914347,0.814793684257175,92778556.11627302,3857997.4939047615,0,0.0,0.0,974.7612695707028,97.47612695707028,0.0,4.8738063478535185,0.0,4.8738063478535185,669993.9810087275,652160.2919188478,-5031.195462211016,0.0
279,2073.25,73089.56629105262,28339.56629105262,44750.0,118.0,263171.9417362986,336261.5080273512,0.7826406991397078,93144003.94772828,3158063.3008355834,0,0.0,0.0,-1943.8883354694485,0.0,0.0,0.0,0.0,0.0,668953.482085803,656272.6118945212,-5151.332757840226,0.0
280,2073.3333333333335,73100.6629407382,28350.662940738195,44750.00000000001,118.0,292468.63684010255,365569.2997808407,0.8000360999007243,93509507.26243196,3509623.642081231,0,0.0,0.0,976.9263917829823,97.69263917829824,0.0,4.884631958914916,0.0,4.884631958914916,667638.0673550135,660238.0502180958,-5279.796315181646,0.0
281,2073.4166666666665,73111.65774097947,28361.65774097947,44750.0,118.0,321713.2082453436,394824.86598632304,0.8148250932515682,93875065.55113688,3860558.4989441233,0,0.0,0.0,975.185540182745,97.5185540182745,0.0,4.87592770091373,0.0,4.87592770091373,666195.1400929429,664203.4192162168,-5407.679592096891,0.0
282,2073.5,73122.55154538619,28372.551545386188,44750.0,118.0,263157.64382296917,336280.1953683554,0.7825546893557349,94240678.3088638,3157891.7258756305,0,0.0,0.0,-1951.4890205989223,0.0,0.0,0.0,0.0,0.0,664766.4524948369,668314.7355979487,-5539.838003098095,0.0
283,2073.5833333333335,73133.34520196471,28383.345201964712,44749.99999999999,118.0,292533.3808078588,365666.7260098235,0.7999999999999999,94606345.03487362,3510400.5696943053,0,0.0,0.0,979.5510213822708,97.95510213822709,0.0,4.897755106911359,0.0,4.897755106911359,663049.1874937544,672278.7767167748,-5681.601810167145,0.0
284,2073.6666666666665,73144.03955312421,28394.039553124207,44750.0,118.0,292576.1582124968,365720.197765621,0.7999999999999999,94972065.23263924,3510913.8985499614,0,0.0,0.0,1.7823918599169701,0.17823918599169702,0.0,0.00891195929958486,0.0,0.00891195929958486,661337.1474350505,676389.1527932694,-5823.1852676337085,0.0
285,2073.75,73154.63543568367,28404.63543568367,44750.0,118.0,321838.1889848129,394992.8244204966,0.8147950268640688,95337838.40981764,3862058.267817755,0,0.0,0.0,975.754221829186,97.5754221829186,0.0,4.8787711091459345,0.0,4.8787711091459345,659326.8896344879,680353.0905639288,-5975.4499050018685,0.0
286,2073.8333333333335,73165.13368087904,28415.13368087904,44750.0,118.0,263440.8874814379,336606.0211623169,0.7826386663309342,95703664.07822204,3161290.6497772546,0,0.0,0.0,-1946.2267752726561,0.0,0.0,0.0,0.0,0.0,657310.6551000505,684463.0611397151,-6127.957293634579,0.0
287,2073.9166666666665,73175.53511437157,28425.53511437157,44750.0,118.0,292702.14045748627,365877.67557185784,0.8,96069541.75379393,3512425.685489835,0,0.0,0.0,975.7218136513644,97.57218136513644,0.0,4.878609068256827,0.0,4.878609068256827,654983.7614027428,688426.3309459058,-6292.426204001562,0.0
288,2074.0,44750.0,0.0,44750.0,118.0,179000.0,223750.0,0.8,96293291.75379393,2148000.0,0,0.0,0.0,-4737.589185728594,0.0,0.0,0.0,0.0,0.0,652638.1893641782,692535.6287516602,-6457.656725114284,0.0
289,2074.0833333333335,44750.0,0.0,44750.0,118.0,196900.0,241650.0,0.8148148148148148,96517041.75379393,2362800.0,0,0.0,0.0,596.6666666666666,59.666666666666664,0.0,2.983333333333336,0.0,2.983333333333336,650024.5264992302,696555.0841159308,-6636.44301583436,0.0
290,2074.1666666666665,44750.0,0.0,44750.0,118.0,161100.0,205850.0,0.782608695652174,96740791.75379393,1933200.0,0,0.0,0.0,-1193.3333333333333,0.0,0.0,0.0,0.0,0.0,647317.7277962998,700663.7045255878,-6819.296659055353,0.0
291,2074.25,44750.0,0.0,44750.0,118.0,179000.0,223750.0,0.8,96964541.75379393,2148000.0,0,0.0,0.0,596.6666666666666,59.666666666666664,0.0,2.983333333333336,0.0,2.983333333333336,644325.8214239215,704682.4825502107,-7015.1298950618975,0.0
292,2074.3333333333335,44750.0,0.0,44750.0,118.0,196900.0,241650.0,0.8148148148148148,97188291.75379393,2362800.0,0,0.0,0.0,596.6666666666666,59.666666666666664,0.0,2.983333333333336,0.0,2.983333333333336,641133.0032009394,708700.9256766648,-7216.2910711967315,0.0
293,2074.4166666666665,44750.0,0.0,44750.0,118.0,161100.0,205850.0,0.782608695652174,97412041.75379393,1933200.0,0,0.0,0.0,-1193.3333333333333,0.0,0.0,0.0,0.0,0.0,637818.1893172906,712808.5339328584,-7428.05280004873,0.0
294,2074.5,44750.0,0.0,44750.0,118.0,179000.0,223750.0,0.8,97635791.75379393,2148000.0,0,0.0,0.0,596.6666666666666,59.666666666666664,0.0,2.983333333333336,0.0,2.983333333333336,634185.6383949979,716826.2998883639,-7656.566073182808,0.0
295,2074.5833333333335,44750.0,0.0,44750.0,119.0,179000.0,223750.0,0.8,97859541.75379393,2148000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630406.1834116995,720933.2310300398,-7893.272846765428,0.0
296,2074.6666666666665,44750.0,0.0,44750.0,119.0,196900.0,241650.0,0.8148148148148148,98083291.75379393,2362800.0,0,0.0,0.0,596.6666666666666,59.666666666666664,0.0,2.983333333333336,0.0,2.983333333333336,626280.4297665182,724950.319927454,-8150.386463230291,0.0
297,2074.75,44750.0,0.0,44750.0,119.0,161100.0,205850.0,0.782608695652174,98307041.75379393,1933200.0,0,0.0,0.0,-1193.3333333333333,0.0,0.0,0.0,0.0,0.0,621976.2110796031,729056.57406746,-8418.695317767879,0.0
298,2074.8333333333335,44750.0,0.0,44750.0,119.0,179000.0,223750.0,0.8,98530791.75379393,2148000.0,0,0.0,0.0,596.6666666666666,59.666666666666664,0.0,2.983333333333336,0.0,2.983333333333336,617288.9598896593,733072.986019621,-8712.586505687064,0.0
299,2074.9166666666665,44750.0,0.0,44750.0,119.0,179000.0,223750.0,0.8,98754541.75379393,2148000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612381.9581258498,737178.563270786,-9022.227683818684,0.0
300,2075.0,44750.0,0.0,44750.0,119.0,179000.0,223750.0,0.8,98978291.75379393,2148000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607132.4297855186,741283.7983905134,-9365.163177154152,0.0
301,2075.0833333333335,44750.0,0.0,44750.0,119.0,181242.1711899791,225992.1711899791,0.801984291029351,99202041.75379393,2174906.0542797497,0,0.0,0.0,74.7390396659699,7.47390396659699,0.0,0.3736951983298498,0.0,0.3736951983298498,601497.9794284013,745377.4805513642,-9739.311798685116,0.0
302,2075.1666666666665,44750.0,0.0,44750.0,119.0,199132.82881002087,243882.82881002087,0.8165102470791036,99425791.75379393,2389593.9457202507,0,0.0,0.0,596.3552540013926,59.635525400139265,0.0,2.981776270006966,0.0,2.981776270006966,595375.2700325104,749392.5791398848,-10149.797942838288,0.0
303,2075.25,44750.0,0.0,44750.0,119.0,216948.94202331247,261698.94202331247,0.8290019835234427,99649541.75379393,2603387.3042797497,0,0.0,0.0,593.8704404430532,59.38704404430533,0.0,2.969352202215269,0.0,2.969352202215269,588805.9893014401,753407.71585889,-10597.252225834489,0.0
304,2075.3333333333335,44750.0,0.0,44750.0,119.0,118676.05797668752,163426.05797668753,0.7261758586480528,99873291.75379393,1424112.6957202505,0,0.0,0.0,-3275.7628015541645,0.0,0.0,0.0,0.0,0.0,581822.8401396491,757511.598549235,-11100.748662682534,0.0
305,2075.4166666666665,25341.649241217972,0.0,25341.649241217972,119.0,101366.59696487187,126708.24620608984,0.7999999999999999,100000000.0,1216399.1635784626,0,0.0,0.0,-1223.927059019923,0.0,0.0,0.0,0.0,0.0,574252.0444068335,761615.1392493559,-11688.977162803978,0.0
306,2075.5,0.0,0.0,0.0,119.0,0.0,0.0,0.0,100000000.0,0.0,0,0.0,0.0,-4223.608206869661,0.0,0.0,0.0,0.0,0.0,565995.5160019939,765718.3379877517,-12375.340734472245,0.0
307,2075.5833333333335,0.0,0.0,0.0,119.0,0.0,0.0,0.0,100000000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556915.9131752567,769821.1947929193,-13199.103200403582,0.0
308,2075.6666666666665,0.0,0.0,0.0,119.0,0.0,0.0,0.0,100000000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546807.1918886843,773923.7096933532,-14228.978293807702,0.0
309,2075.75,0.0,0.0,0.0,119.0,0.0,0.0,0.0,100000000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535325.893993132,778025.8827175454,-15602.397296228097,0.0
310,2075.8333333333335,0.0,0.0,0.0,119.0,0.0,0.0,0.0,100000000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521785.0031720506,782127.7138939855,-17662.94699658209,0.0
