t,year,earth_arrivals_tons,rocket_arrivals_tons,elevator_arrivals_tons,rocket_trips,isru_production_tons,total_supply_tons,isru_share,cumulative_city_tons,capacity_tpy,N_t,C_dom,C_ag,M_dot_base,C_ind,loss_bio,loss_ind,loss_leak,net_loss,W_preempt,W_reactive,q_E_preempt,q_E_reactive
560,2096.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493769.9830672031,1796934.725232634,10233.333333333347,14400.000000000015
561,2096.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493728.8355686142,1800951.6473388646,10233.333333333347,14400.000000000015
562,2096.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493687.69149898353,1804968.2347015864,10233.333333333347,14400.000000000015
563,2096.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493646.5508580253,1808984.4873486946,10233.333333333347,14400.000000000015
564,2097.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493605.41364545387,1813000.4053080822,10233.333333333347,14400.000000000015
565,2097.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493564.2798609835,1817015.98860764,10233.333333333347,14400.000000000015
566,2097.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493523.14950432844,1821031.237275256,10233.333333333347,14400.000000000015
567,2097.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493482.02257520315,1825046.1513388166,10233.333333333347,14400.000000000015
568,2097.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493440.89907332195,1829060.730826205,10233.333333333347,14400.000000000015
569,2097.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493399.7789983992,1833074.975765303,10233.333333333347,14400.000000000015
570,2097.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493358.6623501494,1837088.8861839892,10233.333333333347,14400.000000000015
571,2097.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493317.54912828695,1841102.4621101406,10233.333333333347,14400.000000000015
572,2097.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493276.4393325263,1845115.7035716316,10233.333333333347,14400.000000000015
573,2097.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493235.33296258195,1849128.610596334,10233.333333333347,14400.000000000015
574,2097.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493194.23001816845,1853141.1832121178,10233.333333333347,14400.000000000015
575,2097.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493153.1304990003,1857153.42144685,10233.333333333347,14400.000000000015
576,2098.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493112.0344047921,1861165.3253283962,10233.333333333347,14400.000000000015
577,2098.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493070.94173525844,1865176.894884619,10233.333333333347,14400.000000000015
578,2098.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,493029.8524901139,1869188.1301433786,10233.333333333347,14400.000000000015
579,2098.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492988.7666690731,1873199.0311325334,10233.333333333347,14400.000000000015
580,2098.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492947.68427185074,1877209.5978799392,10233.333333333347,14400.000000000015
581,2098.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492906.60529816145,1881219.8304134493,10233.333333333347,14400.000000000015
582,2098.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492865.52974772,1885229.7287609149,10233.333333333347,14400.000000000015
583,2098.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492824.4576202411,1889239.2929501848,10233.333333333347,14400.000000000015
584,2098.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492783.3889154395,1893248.5230091056,10233.333333333347,14400.000000000015
585,2098.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492742.32363302994,1897257.4189655215,10233.333333333347,14400.000000000015
586,2098.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492701.26177272724,1901265.9808472744,10233.333333333347,14400.000000000015
587,2098.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492660.20333424624,1905274.208682204,10233.333333333347,14400.000000000015
588,2099.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492619.14831730176,1909282.1024981472,10233.333333333347,14400.000000000015
589,2099.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492578.0967216087,1913289.6623229391,10233.333333333347,14400.000000000015
590,2099.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492537.048546882,1917296.8881844124,10233.333333333347,14400.000000000015
591,2099.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492496.0037928365,1921303.7801103971,10233.333333333347,14400.000000000015
592,2099.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492454.96245918714,1925310.3381287213,10233.333333333347,14400.000000000015
593,2099.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492413.9245456489,1929316.5622672108,10233.333333333347,14400.000000000015
594,2099.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492372.89005193685,1933322.4525536885,10233.333333333347,14400.000000000015
595,2099.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492331.8589777659,1937328.0090159758,10233.333333333347,14400.000000000015
596,2099.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492290.8313228511,1941333.2316818913,10233.333333333347,14400.000000000015
597,2099.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492249.8070869076,1945338.120579251,10233.333333333347,14400.000000000015
598,2099.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492208.78626965045,1949342.6757358697,10233.333333333347,14400.000000000015
599,2099.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492167.7688707947,1953346.8971795584,10233.333333333347,14400.000000000015
600,2100.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492126.7548900555,1957350.7849381268,10233.333333333347,14400.000000000015
601,2100.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492085.7443271481,1961354.339039382,10233.333333333347,14400.000000000015
602,2100.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492044.73718178755,1965357.5595111288,10233.333333333347,14400.000000000015
603,2100.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,492003.73345368914,1969360.4463811696,10233.333333333347,14400.000000000015
604,2100.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491962.7331425681,1973362.9996773046,10233.333333333347,14400.000000000015
605,2100.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491921.7362481396,1977365.2194273316,10233.333333333347,14400.000000000015
606,2100.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491880.742770119,1981367.105659046,10233.333333333347,14400.000000000015
607,2100.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491839.75270822155,1985368.658400241,10233.333333333347,14400.000000000015
608,2100.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491798.7660621626,1989369.8776787077,10233.333333333347,14400.000000000015
609,2100.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491757.78283165745,1993370.7635222345,10233.333333333347,14400.000000000015
610,2100.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491716.80301642156,1997371.3159586077,10233.333333333347,14400.000000000015
611,2100.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491675.82661617023,2001371.5350156112,10233.333333333347,14400.000000000015
612,2101.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491634.85363061895,2005371.4207210266,10233.333333333347,14400.000000000015
613,2101.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491593.8840594831,2009370.9731026334,10233.333333333347,14400.000000000015
614,2101.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491552.91790247825,2013370.1921882082,10233.333333333347,14400.000000000015
615,2101.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491511.95515931974,2017369.078005526,10233.333333333347,14400.000000000015
616,2101.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491470.9958297232,2021367.630582359,10233.333333333347,14400.000000000015
617,2101.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491430.0399134041,2025365.8499464772,10233.333333333347,14400.000000000015
618,2101.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491389.08741007803,2029363.7361256485,10233.333333333347,14400.000000000015
619,2101.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491348.13831946056,2033361.289147638,10233.333333333347,14400.000000000015
620,2101.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491307.1926412673,2037358.5090402092,10233.333333333347,14400.000000000015
621,2101.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491266.2503752139,2041355.3958311225,10233.333333333347,14400.000000000015
622,2101.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491225.31152101606,2045351.9495481367,10233.333333333347,14400.000000000015
623,2101.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491184.37607838935,2049348.1702190076,10233.333333333347,14400.000000000015
624,2102.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491143.44404704956,2053344.0578714896,10233.333333333347,14400.000000000015
625,2102.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491102.51542671234,2057339.6125333337,10233.333333333347,14400.000000000015
626,2102.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491061.59021709353,2061334.8342322893,10233.333333333347,14400.000000000015
627,2102.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,491020.66841790883,2065329.7229961033,10233.333333333347,14400.000000000015
628,2102.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490979.7500288741,2069324.2788525205,10233.333333333347,14400.000000000015
629,2102.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490938.83504970506,2073318.5018292828,10233.333333333347,14400.000000000015
630,2102.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490897.92348011764,2077312.3919541305,10233.333333333347,14400.000000000015
631,2102.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490857.0153198277,2081305.949254801,10233.333333333347,14400.000000000015
632,2102.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490816.1105685511,2085299.1737590297,10233.333333333347,14400.000000000015
633,2102.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490775.2092260038,2089292.0654945497,10233.333333333347,14400.000000000015
634,2102.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490734.3112919017,2093284.6244890918,10233.333333333347,14400.000000000015
635,2102.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490693.41676596075,2097276.850770384,10233.333333333347,14400.000000000015
636,2103.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490652.525647897,2101268.744366153,10233.333333333347,14400.000000000015
637,2103.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490611.6379374264,2105260.3053041226,10233.333333333347,14400.000000000015
638,2103.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490570.753634265,2109251.533612014,10233.333333333347,14400.000000000015
639,2103.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490529.8727381289,2113242.429317546,10233.333333333347,14400.000000000015
640,2103.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490488.9952487341,2117232.992448436,10233.333333333347,14400.000000000015
641,2103.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490448.12116579677,2121223.2230323986,10233.333333333347,14400.000000000015
642,2103.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490407.250489033,2125213.1210971456,10233.333333333347,14400.000000000015
643,2103.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490366.38321815897,2129202.686670387,10233.333333333347,14400.000000000015
644,2103.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490325.51935289084,2133191.919779831,10233.333333333347,14400.000000000015
645,2103.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490284.6588929448,2137180.820453183,10233.333333333347,14400.000000000015
646,2103.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490243.8018380371,2141169.388718145,10233.333333333347,14400.000000000015
647,2103.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490202.948187884,2145157.6246024184,10233.333333333347,14400.000000000015
648,2104.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490162.0979422017,2149145.5281337015,10233.333333333347,14400.000000000015
649,2104.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490121.2511007066,2153133.09933969,10233.333333333347,14400.000000000015
650,2104.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490080.4076631149,2157120.3382480782,10233.333333333347,14400.000000000015
651,2104.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,490039.567629143,2161107.2448865576,10233.333333333347,14400.000000000015
652,2104.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489998.7309985073,2165093.8192828167,10233.333333333347,14400.000000000015
653,2104.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489957.89777092414,2169080.061464543,10233.333333333347,14400.000000000015
654,2104.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489917.06794611,2173065.971459421,10233.333333333347,14400.000000000015
655,2104.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489876.2415237812,2177051.5492951325,10233.333333333347,14400.000000000015
656,2104.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489835.4185036543,2181036.794999358,10233.333333333347,14400.000000000015
657,2104.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489794.59888544574,2185021.708599774,10233.333333333347,14400.000000000015
658,2104.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489753.78266887204,2189006.2901240573,10233.333333333347,14400.000000000015
659,2104.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489712.9698536497,2192990.53959988,10233.333333333347,14400.000000000015
660,2105.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489672.1604394953,2196974.4570549135,10233.333333333347,14400.000000000015
661,2105.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489631.3544261254,2200958.0425168253,10233.333333333347,14400.000000000015
662,2105.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489590.55181325664,2204941.296013282,10233.333333333347,14400.000000000015
663,2105.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489549.7526006056,2208924.2175719477,10233.333333333347,14400.000000000015
664,2105.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489508.95678788895,2212906.807220483,10233.333333333347,14400.000000000015
665,2105.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489468.16437482333,2216889.064986548,10233.333333333347,14400.000000000015
666,2105.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489427.3753611255,2220870.990897799,10233.333333333347,14400.000000000015
667,2105.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489386.5897465121,2224852.5849818904,10233.333333333347,14400.000000000015
668,2105.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489345.8075307,2228833.847266475,10233.333333333347,14400.000000000015
669,2105.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,489305.02871340583,2232814.777779203,10233.333333333347,14400.000000000015
