t,year,earth_arrivals_tons,rocket_arrivals_tons,elevator_arrivals_tons,rocket_trips,isru_production_tons,total_supply_tons,isru_share,cumulative_city_tons,capacity_tpy
139,2061.5833333333335,22726.294228006907,22726.294228006907,0.0,106.0,90905.17691202761,113631.47114003453,0.7999999999999999,12352137.701919643,1090862.1229443315
140,2061.6666666666665,22758.541793348064,22758.541793348064,0.0,106.0,91034.16717339226,113792.70896674032,0.8,12465930.410886383,1092410.006080707
141,2061.75,22790.558771141445,22790.558771141445,0.0,106.0,91162.23508456578,113952.79385570722,0.8,12579883.20474209,1093946.8210147894
142,2061.8333333333335,22822.346042099958,22822.346042099958,0.0,106.0,91289.38416839982,114111.73021049978,0.7999999999999999,12693994.93495259,1095472.610020798
143,2061.9166666666665,22853.90449715014,22853.90449715014,0.0,106.0,91415.61798860054,114269.52248575068,0.7999999999999999,12808264.45743834,1096987.4158632066
144,2062.0,22885.235037155464,22885.235037155464,0.0,106.0,91540.94014862186,114426.17518577732,0.8,12922690.632624118,1098491.2817834623
145,2062.0833333333335,22916.338572640536,22916.338572640536,0.0,106.0,91665.35429056213,114581.69286320267,0.7999999999999999,13037272.325487321,1099984.2514867457
146,2062.1666666666665,23163.699193552384,23163.699193552384,0.0,107.0,92654.79677420954,115818.49596776192,0.8,13153090.821455084,1111857.5612905144
147,2062.25,23194.640661455433,23194.640661455433,0.0,107.0,92778.56264582172,115973.20330727714,0.8,13269064.02476236,1113342.7517498606
148,2062.3333333333335,23225.35579640927,23225.35579640927,0.0,107.0,92901.42318563708,116126.77898204635,0.7999999999999999,13385190.803744406,1114817.078227645
149,2062.4166666666665,23255.84555381446,23255.84555381446,0.0,107.0,93023.38221525782,116279.22776907228,0.7999999999999999,13501470.031513479,1116280.586583094
150,2062.5,23286.11089747489,23286.11089747489,0.0,107.0,93144.44358989954,116430.55448737444,0.7999999999999999,13617900.586000852,1117733.3230787946
151,2062.5833333333335,23316.152799334424,23316.152799334424,0.0,107.0,93264.6111973377,116580.76399667212,0.8,13734481.349997526,1119175.3343680524
152,2062.6666666666665,23345.972239217717,23345.972239217717,0.0,107.0,93383.88895687085,116729.86119608858,0.7999999999999999,13851211.211193614,1120606.6674824504
153,2062.75,23375.570204573647,23375.570204573647,0.0,107.0,93502.28081829459,116877.85102286824,0.7999999999999999,13968089.062216483,1122027.3698195352
154,2062.8333333333335,23623.685519100516,23623.685519100516,0.0,108.0,94494.74207640206,118118.42759550258,0.8,14086207.489811985,1133936.9049168248
155,2062.9166666666665,23653.116031719113,23653.116031719113,0.0,108.0,94612.46412687644,118265.58015859555,0.8,14204473.06997058,1135349.5695225173
156,2063.0,23682.326033602163,23682.326033602163,0.0,108.0,94729.30413440865,118411.63016801082,0.8,14322884.700138591,1136751.6496129038
157,2063.0833333333335,23711.31654966646,23711.31654966646,0.0,108.0,94845.26619866583,118556.5827483323,0.8,14441441.282886922,1138143.19438399
158,2063.1666666666665,23740.088611267616,23740.088611267616,0.0,108.0,94960.35444507046,118700.44305633809,0.7999999999999999,14560141.725943262,1139524.2533408457
159,2063.25,23768.64325595769,23768.64325595769,0.0,108.0,95074.57302383074,118843.21627978844,0.7999999999999999,14678984.94222305,1140894.876285969
160,2063.3333333333335,23796.98152724423,23796.98152724423,0.0,108.0,95187.92610897691,118984.90763622115,0.7999999999999999,14797969.849859271,1142255.113307723
161,2063.4166666666665,23825.104474353553,23825.104474353553,0.0,108.0,95300.4178974142,119125.52237176776,0.7999999999999999,14917095.372231038,1143605.0147689704
162,2063.5,23853.013151996962,23853.013151996962,0.0,108.0,95412.05260798785,119265.0657599848,0.8,15036360.437991023,1144944.6312958542
163,2063.5833333333335,24101.826292547063,24101.826292547063,0.0,109.0,96407.30517018825,120509.13146273531,0.8,15156869.56945376,1156887.662042259
164,2063.6666666666665,24129.564091393713,24129.564091393713,0.0,109.0,96518.25636557485,120647.82045696856,0.8,15277517.389910728,1158219.0763868983
165,2063.75,24157.08886111909,24157.08886111909,0.0,109.0,96628.35544447636,120785.44430559545,0.8,15398302.834216323,1159540.2653337163
166,2063.8333333333335,24184.401686034646,24184.401686034646,0.0,109.0,96737.60674413858,120922.00843017323,0.8,15519224.842646496,1160851.280929663
167,2063.9166666666665,24211.503654848584,24211.503654848584,0.0,109.0,96846.01461939432,121057.5182742429,0.8,15640282.36092074,1162152.1754327319
168,2064.0,24238.395860447486,24238.395860447486,0.0,109.0,96953.58344178993,121191.97930223742,0.7999999999999999,15761474.340222977,1163443.0013014793
169,2064.0833333333335,24265.07939967943,24265.07939967943,0.0,109.0,106660.05992731558,130925.139326995,0.8146644752534834,15882799.737221373,1279920.719127787
170,2064.1666666666665,24291.555373141524,24291.555373141524,0.0,109.0,87566.47916396822,111858.03453710975,0.7828358465829952,16004257.514087081,1050797.7499676188
171,2064.25,24317.824884970312,24317.824884970312,0.0,109.0,97334.04586952267,121651.87075449298,0.8001031571964364,16125846.638511933,1168008.550434272
172,2064.3333333333335,24567.227474217678,24567.227474217678,0.0,110.0,107164.83212599036,131732.05960020804,0.8135060853919961,16248682.77588302,1285977.9855118843
173,2064.4166666666665,24593.324635230307,24593.324635230307,0.0,110.0,89414.62998216013,114007.95461739044,0.7842841342276049,16371649.399059173,1072975.5597859216
174,2064.5,24619.216802618466,24619.216802618466,0.0,110.0,98476.86721047387,123096.08401309233,0.8,16494745.483072266,1181722.4065256864
