t,year,rocket_arrivals_tons,elevator_arrivals_tons,isru_production_tons,cumulative_city_tons,D_E_aggressive,D_M,D_total_aggressive,D_E_conservative,D_M_conservative,D_total_conservative
41,2053.4166666666665,15425.32116634703,14916.666666666666,0.0,5949825.489105755,463908367.47805864,486683109.64472735,950591477.122786,151419904.8567106,0.0,151419904.8567106
42,2053.5,15646.391951239006,14916.666666666666,107643.57772209636,6102640.782195284,476407237.9069355,497447467.416937,973854705.3238726,154875070.76521066,0.0,154875070.76521066
43,2053.583333333333,15693.958273793043,14916.666666666666,214440.2003787144,6255693.906897583,488942972.2357918,518891487.4548084,1007834459.6906002,161001341.39819002,0.0,161001341.39819002
44,2053.6666666666665,15741.337072506318,14916.666666666666,0.0,6408983.925593448,501515425.13365084,518891487.4548084,1020406912.5884593,161767791.49166936,0.0,161767791.49166936
45,2053.75,15788.527099249975,14916.666666666666,215100.8564852172,6562509.89442303,514124450.30223626,540401573.1033301,1054526023.4055665,167912942.7479477,0.0,167912942.7479477
46,2053.833333333333,15835.5271346216,14916.666666666666,0.0,6716270.863429472,526769900.4982347,540401573.1033301,1067171473.6015649,168681747.5929799,0.0,168681747.5929799
47,2053.9166666666665,16058.806387805693,14916.666666666666,434643.70395509823,6871148.228701834,539588392.1154507,583865943.49884,1123454335.6142907,180322227.01821917,0.0,180322227.01821917
48,2054.0,16105.94085831039,14916.666666666666,0.0,7026261.266326719,552443412.947308,583865943.49884,1136309356.446148,181097792.2063436,0.0,181097792.2063436
49,2054.083333333333,16152.879701748783,14916.666666666666,15534.773184207726,7181608.998168796,565334811.3828299,585419420.8172607,1150754232.2000906,182262900.19515917,0.0,182262900.19515917
50,2054.1666666666665,16199.621801210837,14916.666666666666,189574.3870628125,7337190.440508183,578262434.9454349,604376859.523542,1182639294.468977,187780167.08342642,0.0,187780167.08342642
51,2054.25,16246.166068721805,14916.666666666666,478943.5758630475,7493004.604185126,591226130.315361,652271217.1098468,1243497347.4252079,200532827.29838732,0.0,200532827.29838732
52,2054.333333333333,16471.55003250468,14916.666666666666,0.0,7649945.687680982,604364498.2572188,652271217.1098468,1256635715.3670657,201317532.7158666,0.0,201317532.7158666
53,2054.4166666666665,16518.202580602316,14916.666666666666,70538.22873722884,7807120.033917327,617539021.9238523,659325039.9835697,1276864061.907422,203866860.16547903,0.0,203866860.16547903
54,2054.5,16564.651997991452,14916.666666666666,0.0,7964526.627240618,630749543.8889624,659325039.9835697,1290074583.8725321,204653893.1320955,0.0,204653893.1320955
55,2054.583333333333,16610.89730121112,14916.666666666666,0.0,8122164.447080007,643995905.9640677,659325039.9835697,1303320945.9476376,205442082.23129243,0.0,205442082.23129243
56,2054.6666666666665,16656.937535745597,14916.666666666666,534090.5692393328,8280032.468092068,657277949.2209373,712734096.907503,1370012046.1284404,219583686.56733605,0.0,219583686.56733605
57,2054.75,16884.323643071384,14916.666666666666,545115.6044965598,8439037.419640759,670736216.7109842,767245657.357159,1437981874.0681434,234006601.4374935,0.0,234006601.4374935
58,2054.833333333333,16930.446941491315,14916.666666666666,0.0,8598272.987681549,684230229.7573067,767245657.357159,1451475887.1144657,234802779.27769744,0.0,234802779.27769744
59,2054.9166666666665,16976.360222225707,14916.666666666666,0.0,8757738.12212601,697759825.5961983,767245657.357159,1465005482.9533572,235600104.94991976,0.0,235600104.94991976
60,2055.0,17022.06263650851,14916.666666666666,0.0,8917431.768641885,711324840.8061591,767245657.357159,1478570498.1633182,236398573.18249914,0.0,236398573.18249914
61,2055.083333333333,17067.55336434031,14916.666666666666,0.0,9077352.86879692,724925111.3301896,767245657.357159,1492170768.6873486,237198178.68327433,0.0,237198178.68327433
62,2055.1666666666665,17112.83161437009,14916.666666666666,32144.277541778774,9237500.360202104,738560472.4979931,770460085.111337,1509020557.6093302,238802523.07884473,0.0,238802523.07884473
63,2055.25,17342.390135854133,14916.666666666666,0.0,9398795.644214708,752373741.5199467,770460085.111337,1522833826.6312838,239608999.49890774,0.0,239608999.49890774
64,2055.333333333333,17387.723439374746,14916.666666666666,154540.59561721573,9560317.594744915,766222143.8521287,785914144.6730585,1552136288.5251873,244280124.14198917,0.0,244280124.14198917
65,2055.4166666666665,17432.839753244618,14916.666666666666,0.0,9722065.126844471,780105511.32756,785914144.6730585,1566019656.0006185,245088861.80248696,0.0,245088861.80248696
66,2055.5,17477.73839209817,14916.666666666666,383557.569067899,9884037.152138297,794023675.2481027,824269901.5798484,1618293576.827951,255487661.15565357,0.0,255487661.15565357
67,2055.583333333333,17522.41869882828,14916.666666666666,0.0,10046232.57896577,807976466.4063612,824269901.5798484,1632246367.9862096,256298638.28979093,0.0,256298638.28979093
68,2055.6666666666665,17753.76174702962,14916.666666666666,0.0,10209584.721034251,822108548.4269758,824269901.5798484,1646378450.0068243,257115399.00013334,0.0,257115399.00013334
69,2055.75,17798.474187704887,14916.666666666666,72209.13985524762,10373160.42530611,836275282.5891138,831490815.5653732,1667766098.1544871,259738506.01787382,0.0,259738506.01787382
70,2055.833333333333,17842.96415101833,14916.666666666666,431276.6545507381,10536958.579394534,850476496.4728197,874618481.020447,1725094977.4932666,271339413.1520844,0.0,271339413.1520844
71,2055.9166666666665,17887.231085460015,14916.666666666666,443147.9592201625,10700978.068155168,864712017.2307179,918933276.9424633,1783645294.173181,283238209.57639164,0.0,283238209.57639164
72,2056.0,17931.274467226656,14916.666666666666,0.0,10865217.773824634,878981671.6094853,918933276.9424633,1797914948.5519485,284059408.10473895,0.0,284059408.10473895
73,2056.083333333333,18164.305313717603,14916.666666666666,0.0,11030622.633726556,893431924.894283,918933276.9424633,1812365201.8367462,284886432.40424854,0.0,284886432.40424854
74,2056.1666666666665,18208.359021393397,14916.666666666666,0.0,11196247.762166856,907916319.8025296,918933276.9424633,1826849596.7449927,285714558.04645,0.0,285714558.04645
75,2056.25,18252.18540132436,14916.666666666666,33190.651384449404,11362092.02250681,922434680.1552227,922252342.0809082,1844687022.2361307,287373545.632761,0.0,287373545.632761
76,2056.333333333333,18295.784034241115,14916.666666666666,0.0,11528154.27601135,936986829.4484261,922252342.0809082,1859239171.5293343,288203856.9002837,0.0,288203856.9002837
77,2056.4166666666665,18339.154527876115,14916.666666666666,432180.4342519849,11694433.381984064,951572590.8741968,965470385.5061066,1917042976.3803034,299839763.28644687,0.0,299839763.28644687
78,2056.5,18382.29651675088,14916.666666666666,0.0,11860928.197901152,966191787.3413453,965470385.5061066,1931662172.847452,300672237.3660323,0.0,300672237.3660323
79,2056.583333333333,18617.138929268687,14916.666666666666,456375.61005718313,12028597.22588083,980992986.6781952,1011107946.511825,1992100933.19002,312919972.7573603,0.0,312919972.7573603
80,2056.6666666666665,18660.267543130016,14916.666666666666,0.0,12196481.896929812,995827610.6907877,1011107946.511825,2006935557.2026126,313759396.1126052,0.0,313759396.1126052
81,2056.75,18703.16432429589,14916.666666666666,0.0,12364581.051884623,1010695479.7087836,1011107946.511825,2021803426.2206087,314599891.8873793,0.0,314599891.8873793
82,2056.833333333333,18745.8290095049,14916.666666666666,0.0,12532893.530265482,1025596413.8578166,1011107946.511825,2036704360.3696415,315441454.2792836,0.0,315441454.2792836
83,2056.9166666666665,18788.261361420096,14916.666666666666,504536.082774154,12701418.170405917,1040530233.0795838,1061561554.7892404,2102091787.868824,328897479.5493396,0.0,328897479.5493396
84,2057.0,18830.46116838917,14916.666666666666,0.0,12870153.809581196,1055496757.151752,1061561554.7892404,2117058311.9409924,329741157.745216,0.0,329741157.745216
85,2057.083333333333,19066.989360118638,14916.666666666666,528502.9459035266,13040072.089715123,1070646590.5725106,1114411849.3795931,2185058439.9521036,343803322.79347384,0.0,343803322.79347384
86,2057.1666666666665,19109.153793064404,14916.666666666666,0.0,13210201.192013778,1085829101.4288023,1114411849.3795931,2200240950.8083954,344653968.3049671,0.0,344653968.3049671
87,2057.25,19151.08279539863,14916.666666666666,0.0,13380539.939324103,1101044107.2619028,1114411849.3795931,2215455956.6414957,345505662.04151875,0.0,345505662.04151875
88,2057.333333333333,19192.776254581226,14916.666666666666,17054.721460623943,13551087.153930342,1116291425.5258698,1116117321.5256555,2232408747.051525,346784766.1510655,0.0,346784766.1510655
89,2057.4166666666665,19234.234082754363,14916.666666666666,576209.8511881845,13721841.657677447,1131570873.606671,1173738306.644474,2305309180.2511454,362043784.9495057,0.0,362043784.9495057
90,2057.5,19275.45621648048,14916.666666666666,294792.47834982944,13892802.272093184,1146882268.8411102,1203217554.479457,2350099823.320567,370268399.9803301,0.0,370268399.9803301
91,2057.583333333333,19513.549173786392,14916.666666666666,0.0,14064953.351295449,1162378186.1174614,1203217554.479457,2365595740.596918,371129155.37634146,0.0,371129155.37634146
92,2057.6666666666665,19554.715647619996,14916.666666666666,279775.4039170715,14237310.262866884,1177906007.4110336,1231195094.871164,2409101102.282198,378985325.0321254,0.0,378985325.0321254
93,2057.75,19595.643975022613,14916.666666666666,0.0,14409871.816075329,1193465548.1583428,1231195094.871164,2424660643.0295067,379848132.79816765,0.0,379848132.79816765
94,2057.833333333333,19636.334187875796,14916.666666666666,0.0,14582636.82034804,1209056623.8206131,1231195094.871164,2440251718.691777,380711957.8195312,0.0,380711957.8195312
95,2057.9166666666665,19676.78634136357,14916.666666666666,0.0,14755604.085388193,1224679049.9018366,1231195094.871164,2455874144.7730007,381576794.14473194,0.0,381576794.14473194
96,2058.0,19717.000513692907,14916.666666666666,0.0,14928772.42128999,1240332641.9666152,1231195094.871164,2471527736.837779,382442635.8242409,0.0,382442635.8242409
97,2058.083333333333,19956.54222809107,14916.666666666666,0.0,15103138.46576378,1256171878.8600523,1231195094.871164,2487366973.7312164,383314466.0466099,0.0,383314466.0466099
98,2058.1666666666665,19996.682162745183,14916.666666666666,682481.7917708657,15277705.209910838,1272042224.2028465,1299443274.0482507,2571485498.251097,401249344.56161684,0.0,401249344.56161684
99,2058.25,20036.58208604943,14916.666666666666,0.0,15452471.45367442,1287943491.9862015,1299443274.0482507,2587386766.0344524,402123175.7804347,0.0,402123175.7804347
100,2058.333333333333,20076.242167150776,14916.666666666666,0.0,15627435.997843506,1303875496.33241,1299443274.0482507,2603318770.380661,402997998.5012802,0.0,402997998.5012802
101,2058.4166666666665,20115.662597008297,14916.666666666666,0.0,15802597.644161882,1319838051.511758,1299443274.0482507,2619281325.560009,403873806.73287207,0.0,403873806.73287207
102,2058.5,20154.843588100717,14916.666666666666,0.0,15977955.195435718,1335830971.9592028,1299443274.0482507,2635274246.0074534,404750594.48924124,0.0,404750594.48924124
103,2058.583333333333,20395.723227872,14916.666666666666,0.0,16154517.144908411,1352010574.1274703,1299443274.0482507,2651453848.175721,405633404.2366047,0.0,405633404.2366047
104,2058.6666666666665,20434.81309182729,14916.666666666666,341449.4476269293,16331274.54370088,1368220470.940303,1333588218.8109436,2701808689.7512465,415053427.42124027,0.0,415053427.42124027
105,2058.75,20473.661893865294,14916.666666666666,0.0,16508226.18650354,1384460475.5747154,1333588218.8109436,2718048694.385659,415938185.63525355,0.0,415938185.63525355
106,2058.833333333333,20512.269932541683,14916.666666666666,368056.5491124227,16685370.869499585,1400730401.439102,1370393873.7221859,2771124275.161288,426025322.77804434,0.0,426025322.77804434
107,2058.9166666666665,20550.637526649687,14916.666666666666,0.0,16862707.390466165,1417030062.1889222,1370393873.7221859,2787423935.911108,426912005.38287723,0.0,426912005.38287723
108,2059.0,20588.76501491898,14916.666666666666,17752.715840792822,17040234.548874095,1433359271.742151,1372169145.306265,2805528417.048416,428243459.0709367,0.0,428243459.0709367
109,2059.083333333333,20626.652755712166,14916.666666666666,321193.429241102,17217951.145985987,1449717844.2944946,1404288488.2303753,2854006332.52487,437161877.7875237,0.0,437161877.7875237
110,2059.1666666666665,20868.898167581447,14916.666666666666,0.0,17396878.97015723,1466264157.0410368,1404288488.2303753,2870552645.271412,438056516.9083799,0.0,438056516.9083799
111,2059.25,20906.67795561033,14916.666666666666,125978.62623180168,17575995.693268612,1482839749.1233015,1416886350.8535554,2899726099.976857,442101566.1797319,0.0,442101566.1797319
112,2059.333333333333,20944.21682406844,14916.666666666666,447190.3319769503,17755300.11072229,1499444433.8286211,1461605384.0512505,2961049817.8798714,454177846.566424,0.0,454177846.566424
113,2059.4166666666665,20981.51521111932,14916.666666666666,0.0,17934791.020111218,1516078024.7839053,1461605384.0512505,2977683408.8351555,455075301.1133687,0.0,455075301.1133687
114,2059.5,21018.57357322481,14916.666666666666,0.0,18114467.221310675,1532740335.9698212,1461605384.0512505,2994345720.0210714,455973682.119366,0.0,455973682.119366
115,2059.583333333333,21055.392384837836,14916.666666666666,486355.8877741045,18294327.5165682,1549431181.7347372,1510240972.828661,3059672154.5633984,469031880.7900062,0.0,469031880.7900062
116,2059.6666666666665,21298.7561786666,14916.666666666666,0.0,18475404.630794864,1566310634.4398704,1510240972.828661,3076551607.2685313,469937266.36113954,0.0,469937266.36113954
117,2059.75,21335.45366940931,14916.666666666666,512443.3013821861,18656665.232475244,1583218527.7003293,1561485302.9668796,3144703830.6672087,483654651.90409607,0.0,483654651.90409607
118,2059.833333333333,21371.91080436028,14916.666666666666,36306.68613495235,18838108.119830377,1600154675.2403753,1565115971.580375,3165270646.82075,485469533.4942455,0.0,485469533.4942455
119,2059.9166666666665,21408.128132211103,14916.666666666666,0.0,19019732.093824767,1617118891.2095056,1565115971.580375,3182234862.7898808,486377653.36421746,0.0,486377653.36421746
120,2060.0,21444.106218282,14916.666666666666,36378.64259791483,19201535.95824951,1634110990.1953409,1568753835.8401663,3202864826.035507,486377653.36421746,40927617.09310819,527305270.45732564
121,2060.083333333333,21479.84564421433,14916.666666666666,0.0,19383518.519803915,1651130787.2362735,1568753835.8401663,3219884623.07644,486377653.36421746,81930265.71006271,568307919.0742801
122,2060.1666666666665,21515.347007665758,14916.666666666666,36554.26024762895,19565678.588175576,1668178097.8338811,1572409261.8649292,3240587359.6988106,486377653.36421746,123008001.73531972,609385655.0995371
123,2060.25,21759.840154258814,14916.666666666666,589856.8906290111,19749061.122280207,1685414890.6200984,1631394950.9278302,3316809841.547929,491752768.53528196,164160880.7960553,655913649.3313372
124,2060.333333333333,21795.207317140048,14916.666666666666,203392.3565759584,19932620.49219924,1702679092.9575486,1651734186.585426,3354413279.5429745,491752768.53528196,205388958.2613105,697141726.7965925
125,2060.4166666666665,21830.336010596213,14916.666666666666,0.0,20116355.50558555,1719970520.0324273,1651734186.585426,3371704706.617853,491752768.53528196,246692289.24114078,738445057.7764227
126,2060.5,21865.22689971066,14916.666666666666,0.0,20300264.97341744,1737288987.5463698,1651734186.585426,3389023174.131796,491752768.53528196,288070928.58576584,779823697.1210477
127,2060.583333333333,21899.880664211145,14916.666666666666,0.0,20484347.71007183,1754634311.7278001,1651734186.585426,3406368498.313226,491752768.53528196,329524930.88472366,821277699.4200056
128,2060.6666666666665,21934.297998168768,14916.666666666666,616571.7197816303,20668602.53339601,1772006309.3430476,1713391358.563589,3485397667.9066367,497705980.7511172,371054350.4660291,868760331.2171464
129,2060.75,21968.479609698097,14916.666666666666,629371.4818976923,20853028.264777828,1789404797.7072303,1776328506.7533584,3565733304.4605885,503961173.72314274,412659241.3953328,916620415.1184756
130,2060.833333333333,22213.988011240457,14916.666666666666,0.0,21038681.538167365,1806993555.0826085,1776328506.7533584,3583322061.835967,503961173.72314274,454339657.47508484,958300831.1982276
131,2060.9166666666665,22248.02451410426,14916.666666666666,0.0,21224504.99407122,1824608690.747706,1776328506.7533584,3600937197.5010643,503961173.72314274,496095652.2437023,1000056825.966845
132,2061.0,22281.82525480492,14916.666666666666,0.0,21410497.45367858,1842250021.9868464,1776328506.7533584,3618578528.740205,503961173.72314274,537927278.974738,1041888452.6978807
133,2061.083333333333,22315.391001975306,14916.666666666666,0.0,21596657.742021788,1859917366.680044,1776328506.7533584,3636245873.433402,503961173.72314274,579834590.6760533,1083795764.3991961
134,2061.1666666666665,22348.72253693355,14916.666666666666,0.0,21782984.688039787,1877610543.312834,1776328506.7533584,3653939050.0661926,503961173.72314274,621817640.0889957,1125778813.8121386
135,2061.25,22381.82065339033,14916.666666666666,37314.92007193992,21969477.124640077,1895329370.9858782,1780059998.7605524,3675389369.7464304,503961173.72314274,663876479.687577,1167837653.4107199
136,2061.333333333333,22414.68615715619,14916.666666666666,475839.71005774406,22156133.88875919,1913073669.424341,1827643969.766327,3740717639.190668,506256779.7976622,706011161.6776559,1212267941.4753182
137,2061.4166666666665,22447.31986585261,14916.666666666666,75146.31887938592,22342953.821421787,1930843258.9870434,1835158601.6542654,3766001860.641309,506256779.7976622,748221737.9961253,1254478517.7937875
138,2061.5,22693.81520489758,14916.666666666666,503057.1340495339,22531006.230779607,1948803882.4375057,1885464315.059219,3834268197.4967246,509201839.6171958,790508260.3101008,1299710099.9272966
139,2061.583333333333,22726.29422800691,14916.666666666666,0.0,22719221.035252973,1966789677.1308777,1885464315.059219,3852253992.190097,509201839.6171958,832870780.0161127,1342072619.6333084
140,2061.6666666666665,22758.541793348064,14916.666666666666,0.0,22907597.07755305,1984800463.6873891,1885464315.059219,3870264778.746608,509201839.6171958,875309348.2393041,1384511187.8565
141,2061.75,22790.558771141445,14916.666666666666,132521.694720931,23096133.20474209,2002836063.4016905,1898716484.531312,3901552547.9330025,509201839.6171958,917824015.8326288,1427025855.4498246
142,2061.833333333333,22822.34604209996,14916.666666666666,0.0,23284828.268285923,2020896298.2509847,1898716484.531312,3919612782.7822967,509201839.6171958,960414833.3760544,1469616672.9932501
143,2061.9166666666665,22853.904497150143,14916.666666666666,0.0,23473681.124105006,2038980990.9029427,1898716484.531312,3937697475.4342546,509201839.6171958,1003081851.1757699,1512283690.7929657
144,2062.0,22885.235037155464,14916.666666666666,0.0,23662690.63262412,2057089964.723405,1898716484.531312,3955806449.254717,509201839.6171958,1045825119.2633944,1555026958.8805902
145,2062.083333333333,22916.338572640536,14916.666666666666,597272.7117887893,23851855.65882065,2075223043.783868,1958443755.710191,4033666799.494059,514374590.5099492,1088644687.3951902,1603019277.9051394
146,2062.1666666666665,23163.699193552384,14916.666666666666,0.0,24042257.488121748,2093547827.325538,1958443755.710191,4051991583.035729,514374590.5099492,1131540605.0512822,1645915195.5612314
147,2062.25,23194.640661455436,14916.666666666666,623986.2272573195,24232814.02476236,2111896590.5048325,2020842378.4359229,4132738968.9407554,520183949.77868694,1174512921.4348755,1694696871.2135625
148,2062.333333333333,23225.35579640927,14916.666666666666,153207.57118748868,24423524.137077738,2130269157.9137163,2036163135.5546718,4166432293.468388,520183949.77868694,1217561685.4714808,1737745635.2501678
149,2062.4166666666665,23255.84555381446,14916.666666666666,0.0,24614386.698180143,2148665354.884589,2036163135.5546718,4184828490.439261,520183949.77868694,1260686945.808143,1780870895.58683
150,2062.5,23286.11089747489,14916.666666666666,0.0,24805400.58600085,2167085007.496799,2036163135.5546718,4203248143.0514708,520183949.77868694,1303888750.8126707,1824072700.5913577
151,2062.583333333333,23316.152799334424,14916.666666666666,0.0,24996564.683330856,2185527942.5829496,2036163135.5546718,4221691078.1376214,520183949.77868694,1347167148.5728729,1867351098.3515599
152,2062.6666666666665,23345.97223921772,14916.666666666666,385376.908214022,25187877.87786028,2203993987.73501,2074700826.376074,4278694814.111084,520183949.77868694,1390522186.895797,1910706136.674484
153,2062.75,23375.570204573647,14916.666666666666,0.0,25379339.06221648,2222482971.310221,2074700826.376074,4297183797.6862955,520183949.77868694,1433953913.3069715,1954137863.0856586
154,2062.833333333333,23623.68551910052,14916.666666666666,0.0,25572040.823145315,2241164244.254191,2074700826.376074,4315865070.630265,520183949.77868694,1477462375.0496516,1997646324.8283386
155,2062.9166666666665,23653.11603171912,14916.666666666666,0.0,25764889.73663724,2259868325.84544,2074700826.376074,4334569152.221514,520183949.77868694,1521047619.0840704,2041231568.8627574
156,2063.0,23682.326033602163,14916.666666666666,116012.23022604584,25957884.700138588,2278595045.188148,2086302049.3986788,4364897094.586826,520183949.77868694,1564709692.0866914,2084893641.8653784
157,2063.083333333333,23711.31654966646,14916.666666666666,135197.94125716592,26151024.61622025,2297344232.180806,2099821843.5243955,4397166075.705202,520183949.77868694,1608448640.4494662,2128632590.2281532
158,2063.1666666666665,23740.088611267616,14916.666666666666,471215.02922677866,26344308.392609924,2316115717.5212054,2146943346.4470732,4463059063.968279,521976776.93389696,1652264510.2790973,2174241287.212994
159,2063.25,23768.643255957693,14916.666666666666,0.0,26537734.94222305,2334909332.7112393,2146943346.4470732,4481852679.158313,521976776.93389696,1696157347.3963017,2218134124.330199
160,2063.333333333333,23796.98152724423,14916.666666666666,499478.8220185314,26731303.1831926,2353724910.06152,2196891228.6489263,4550616138.710446,524439126.20451325,1740127197.3350806,2264566323.5395937
