t,year,rocket_arrivals_tons,elevator_arrivals_tons,isru_production_tons,cumulative_city_tons,D_E_aggressive,D_M,D_total_aggressive,D_E_conservative,D_M_conservative,D_total_conservative
275,2072.9166666666665,28294.14392928406,14916.666666666666,0.0,50437967.3451465,4741695355.164373,4050165200.76383,8791860555.928204,643538918.1670115,7319862157.1575,7963401075.324512
276,2073.0,28305.656625078664,14916.666666666666,43228.02697963737,50654078.96160523,4764005155.715476,4054488003.461794,8818493159.177269,643538918.1670115,7372992982.187386,8016531900.354397
277,2073.083333333333,28317.06400086274,14916.666666666666,527786.4318803633,50870247.61494288,4786323796.982811,4107266646.6498303,8893590443.63264,644511666.6564631,7426204004.484368,8070715671.140831
278,2073.1666666666665,28328.36693270457,14916.666666666666,185889.78142382065,51086472.78293973,4808651198.022324,4125855624.7922125,8934506822.814537,644511666.6564631,7479495231.891573,8124006898.548037
279,2073.25,28339.56629105262,14916.666666666666,0.0,51302753.94772833,4830987278.564556,4125855624.7922125,8956842903.35677,644511666.6564631,7532866671.912075,8177378338.568539
280,2073.333333333333,28350.662940738195,14916.666666666666,0.0,51519090.59576535,4853331959.010295,4125855624.7922125,8979187583.802507,644511666.6564631,7586318331.708775,8230829998.365238
281,2073.4166666666665,28361.65774097947,14916.666666666666,151474.13542676144,51735482.21780359,4875685160.426221,4141003038.3348885,9016688198.761108,644511666.6564631,7639850218.104275,8284361884.760738
282,2073.5,28372.551545386188,14916.666666666666,606274.334409889,51951928.30886385,4898046804.540562,4201630471.7758775,9099677276.316439,647347725.6028891,7693462337.580765,8340810063.183654
283,2073.583333333333,28383.34520196472,14916.666666666666,43305.35904421113,52168428.36820701,4920416813.738751,4205961007.680299,9126377821.41905,647347725.6028891,7747154696.27991,8394502421.882799
284,2073.6666666666665,28394.03955312421,14916.666666666666,0.0,52384981.89930596,4942795111.05909,4205961007.680299,9148756118.739388,647347725.6028891,7800927300.002748,8448275025.605637
285,2073.75,28404.635435683675,14916.666666666666,130041.68116304048,52601588.40981771,4965181620.188411,4218965175.7966027,9184146795.985014,647347725.6028891,7854780154.209589,8502127879.812478
286,2073.833333333333,28415.13368087904,14916.666666666666,382804.9795834691,52818247.41155543,4987576265.457759,4257245673.7549496,9244821939.212708,647347725.6028891,7908713264.019924,8556060989.622813
287,2073.9166666666665,28425.53511437157,14916.666666666666,683252.1516873748,53034958.42046063,5009978971.838063,4325570888.923687,9335549860.76175,652009241.8914958,7962726634.212338,8614735876.103834
288,2074.0,28435.84055625685,14916.666666666666,0.0,53251720.956575245,5032389664.935829,4325570888.923687,9357960553.859516,652009241.8914958,8016820269.224429,8668829511.115925
289,2074.083333333333,28446.050821073983,14916.666666666666,0.0,53468534.54401395,5054808270.988828,4325570888.923687,9380379159.912514,652009241.8914958,8070994173.152729,8723003415.044226
290,2074.1666666666665,28456.16671781585,14916.666666666666,0.0,53685398.71093636,5077234716.861802,4325570888.923687,9402805605.785488,652009241.8914958,8125248349.752639,8777257591.644135
291,2074.25,28466.189049940112,14916.666666666666,196002.09790930583,53902312.9895194,5099668930.042172,4345171098.714618,9444840028.75679,652009241.8914958,8179582802.438363,8831592044.329859
292,2074.333333333333,28476.11861538018,14916.666666666666,758746.0391601359,54119276.91592963,5122110838.635758,4421045702.630631,9543156541.26639,658459029.5414286,8233997534.28285,8892456563.82428
293,2074.4166666666665,28485.95620655735,14916.666666666666,0.0,54336290.03029575,5144560371.362507,4421045702.630631,9565606073.993137,658459029.5414286,8288492548.017743,8946951577.559172
294,2074.5,28495.70261039349,14916.666666666666,0.0,54553351.87668105,5167017457.552229,4421045702.630631,9588063160.182861,658459029.5414286,8343067846.033329,9001526875.574757
295,2074.583333333333,28746.929443987592,14916.666666666666,0.0,54771669.85723432,5189669244.537986,4421045702.630631,9610714947.168617,658459029.5414286,8397723430.378503,9056182459.919931
296,2074.6666666666665,28756.5768828896,14916.666666666666,0.0,54990036.07498211,5212328508.288892,4421045702.630631,9633374210.919523,658459029.5414286,8452459302.76073,9110918332.302158
297,2074.75,28766.1347093058,14916.666666666666,0.0,55208450.081861965,5234995179.35527,4421045702.630631,9656040881.9859,658459029.5414286,8507275464.546017,9165734494.087444
298,2074.833333333333,28775.603694779296,14916.666666666666,847816.5652693944,55426911.4336692,5257669188.885391,4505827359.157571,9763496548.042961,667022637.3789817,8562171916.758888,9229194554.13787
299,2074.9166666666665,28784.984605378297,14916.666666666666,0.0,55645419.69002942,5280350468.621226,4505827359.157571,9786177827.778797,667022637.3789817,8617148660.082373,9284171297.461355
300,2075.0,28794.278201712048,14916.666666666666,153083.49223575863,55863974.41437131,5303038950.894219,4521135708.381146,9824174659.275366,667022637.3789817,8672205694.857985,9339228332.236967
301,2075.083333333333,28803.485238946767,14916.666666666666,0.0,56082575.17389938,5325734568.62107,4521135708.381146,9846870277.002216,667022637.3789817,8727343021.085724,9394365658.464706
302,2075.1666666666665,28812.60646682255,14916.666666666666,0.0,56301221.53956683,5348437255.299524,4521135708.381146,9869572963.680672,667022637.3789817,8782560638.424076,9449583275.803059
303,2075.25,28821.642629670656,14916.666666666666,70207.53766118901,56519913.08604852,5371146945.004186,4528156462.147265,9899303407.151451,667022637.3789817,8837858546.190014,9504881183.568996
304,2075.333333333333,28830.59446643084,14916.666666666666,919152.3039552592,56738649.39171401,5393863572.382337,4620071692.542791,10013935264.925129,677250577.2139413,8893236743.35901,9570487320.572952
305,2075.4166666666665,28839.462710669504,14916.666666666666,0.0,56957430.03860068,5416587072.649772,4620071692.542791,10036658765.192562,677250577.2139413,8948695228.565062,9625945805.779003
306,2075.5,28848.248090598277,14916.666666666666,0.0,57176254.61238701,5439317381.586652,4620071692.542791,10059389074.129444,677250577.2139413,9004234000.1007,9681484577.314642
307,2075.583333333333,28856.95132909257,14916.666666666666,43777.928903068416,57395122.70236581,5462054435.533365,4624449485.433098,10086503920.966463,677250577.2139413,9059853055.917032,9737103633.130974
308,2075.6666666666665,28865.57314371093,14916.666666666666,0.0,57614033.901417695,5484798171.386408,4624449485.433098,10109247656.819506,677250577.2139413,9115552393.62377,9792802970.837711
309,2075.75,28874.114246714773,14916.666666666666,21895.39045669072,57832987.8059846,5507548526.594278,4626639024.478766,10134187551.073044,677250577.2139413,9171332010.48927,9848582587.70321
310,2075.833333333333,28882.57534508798,14916.666666666666,510217.5636079787,58051984.01604337,5530305439.153388,4677660780.839564,10207966219.992952,677250577.2139413,9227191903.440584,9904442480.654526
311,2075.9166666666665,28890.95714055746,14916.666666666666,526344.8336792889,58271022.135079496,5553068847.603987,4730295264.207493,10283364111.81148,677519347.245373,9283132069.063509,9960651416.308882
312,2076.0,28899.2603296138,14916.666666666666,21907.96349814023,58490101.7700609,5575838691.026104,4732486060.557307,10308324751.583412,677519347.245373,9339152503.602642,10016671850.848015
313,2076.083333333333,28907.485603532,14916.666666666666,65748.41219851481,58709222.53141189,5598614909.035508,4739060901.777159,10337675810.812668,677519347.245373,9395253202.961452,10072772550.206825
314,2076.1666666666665,28915.633648392875,14916.666666666666,542353.7523274856,58928384.03298719,5621397441.779679,4793296277.009908,10414693718.789587,678128758.6262145,9451434162.702341,10129562921.328556
315,2076.25,28923.705145104745,14916.666666666666,0.0,59147585.89204605,5644186229.933803,4793296277.009908,10437482506.94371,678128758.6262145,9507695378.046724,10185824136.67294
316,2076.333333333333,28931.70076942504,14916.666666666666,220267.9366310108,59366827.72922651,5666981214.696774,4815323070.673009,10482304285.369781,678128758.6262145,9564036843.87511,10242165602.501326
317,2076.4166666666665,28939.62119198261,14916.666666666666,0.0,59586109.16851975,5689782337.787227,4815323070.673009,10505105408.460236,678128758.6262145,9620458554.72719,10298587313.353405
318,2076.5,28947.467078300197,14916.666666666666,0.0,59805429.837244585,5712589541.439576,4815323070.673009,10527912612.112585,678128758.6262145,9676960504.801924,10355089263.428139
319,2076.583333333333,29198.560425697757,14916.666666666666,0.0,60026005.97270641,5735591342.436158,4815323070.673009,10550914413.109167,678128758.6262145,9733542687.957647,10411671446.583862
320,2076.6666666666665,29206.323911507257,14916.666666666666,591505.7537362619,60246620.92559728,5758599160.134243,4874473646.046635,10633072806.180878,679853874.7954444,9790205097.712172,10470058972.507616
321,2076.75,29214.01421740309,14916.666666666666,0.0,60467274.330017634,5781612937.819397,4874473646.046635,10656086583.866032,679853874.7954444,9846947727.242893,10526801602.038338
322,2076.833333333333,29221.631994135303,14916.666666666666,0.0,60687965.82332164,5804632619.281519,4874473646.046635,10679106265.328154,679853874.7954444,9903770569.386913,10583624444.182358
323,2076.9166666666665,29229.177887421603,14916.666666666666,684658.2000892066,60908695.046092086,5827658148.810937,4942939466.055555,10770597614.866493,683848214.0979664,9960673616.641155,10644521830.739122
324,2077.0,29236.652537971564,14916.666666666666,700202.6739241008,61129461.64211527,5850689471.194531,5012959733.447966,10863649204.642498,688211302.7958503,10017656861.162495,10705868163.958345
325,2077.083333333333,29244.056581510595,14916.666666666666,0.0,61350265.25835616,5873726531.711869,5012959733.447966,10886686265.159836,688211302.7958503,10074720294.76789,10762931597.563742
326,2077.1666666666665,29251.39064880452,14916.666666666666,176772.0322979057,61571105.54493352,5896769276.131359,5030636936.677756,10927406212.809116,688211302.7958503,10131863908.934528,10820075211.73038
327,2077.25,29258.65536568431,14916.666666666666,0.0,61791982.15509527,5919817650.706431,5030636936.677756,10950454587.384188,688211302.7958503,10189087694.79996,10877298997.59581
328,2077.333333333333,29265.851353070688,14916.666666666666,0.0,62012894.74519396,5942871602.171728,5030636936.677756,10973508538.849483,688211302.7958503,10246391643.162256,10934602945.958107
329,2077.4166666666665,29272.979226999203,14916.666666666666,0.0,62233842.97466229,5965931077.739319,5030636936.677756,10996568014.417076,688211302.7958503,10303775744.480165,10991987047.276016
330,2077.5,29280.03959864548,14916.666666666666,0.0,62454826.50598885,5988996025.094935,5030636936.677756,11019632961.772692,688211302.7958503,10361239988.87327,11049451291.66912
331,2077.583333333333,29287.033074350336,14916.666666666666,807299.5612362211,62675845.00469393,6012066392.394223,5111366892.801378,11123433285.195602,695112790.0080593,10418784366.122158,11113897156.130217
332,2077.6666666666665,29293.96025564528,14916.666666666666,0.0,62896898.139305495,6035142128.259015,5111366892.801378,11146509021.060394,695112790.0080593,10476408865.668596,11171521655.676655
333,2077.75,29300.821739278254,14916.666666666666,0.0,63117985.58133522,6058223181.7736225,5111366892.801378,11169590074.575,695112790.0080593,10534113476.615707,11229226266.623766
334,2077.833333333333,29307.6181172391,14916.666666666666,44227.650713679,63339107.005254745,6081309502.48115,5115789657.872746,11197099160.353897,695112790.0080593,10591898187.728159,11287010977.736217
335,2077.9166666666665,29314.34997678556,14916.666666666666,0.0,63560262.08847201,6104401040.379826,5115789657.872746,11220190698.252571,695112790.0080593,10649762987.432346,11344875777.440405
336,2078.0,29321.01790046925,14916.666666666666,44240.9868499821,63781450.51130769,6127497745.919356,5120213756.557745,11247711502.4771,695112790.0080593,10707707863.816599,11402820653.824657
337,2078.083333333333,29327.62246616163,14916.666666666666,0.0,64002671.95697183,6150599569.997298,5120213756.557745,11270813326.555042,695112790.0080593,10765732804.631372,11460845594.639431
338,2078.1666666666665,29334.164247080145,14916.666666666666,911451.2652583028,64223926.11154056,6173706463.955452,5211358883.083575,11385065347.039028,704479094.2478383,10823837797.289461,11528316891.5373
339,2078.25,29340.64381181473,14916.666666666666,0.0,64445212.66393297,6196818379.576275,5211358883.083575,11408177262.659851,704479094.2478383,10882022828.866213,11586501923.114052
340,2078.333333333333,29347.061724353876,14916.666666666666,0.0,64666531.30588807,6219935269.079316,5211358883.083575,11431294152.162891,704479094.2478383,10940287886.099743,11644766980.347582
341,2078.4166666666665,29353.418544111155,14916.666666666666,110706.39586066948,64887881.73194196,6243057085.117669,5222429522.669642,11465486607.787312,704479094.2478383,10998632955.391165,11703112049.639004
342,2078.5,29359.71482595192,14916.666666666666,969673.4387364684,65109263.63940506,6266183780.774448,5319396866.543289,11585580647.317738,715221572.9001533,11057058022.804813,11772279595.704967
343,2078.583333333333,29365.951120219597,14916.666666666666,984084.223486269,65330676.728339486,6289315309.559285,5417805288.891916,11707120598.451202,726304481.1160642,11115563074.068485,11841867555.18455
344,2078.6666666666665,29372.12797276247,14916.666666666666,0.0,65552120.70153663,6312451625.404842,5417805288.891916,11730256914.296759,726304481.1160642,11174148094.57368,11900452575.689745
345,2078.75,29378.24592496049,14916.666666666666,0.0,65773595.26449477,6335592682.663353,5417805288.891916,11753397971.55527,726304481.1160642,11232813069.375847,11959117550.49191
346,2078.833333333333,29384.30551375186,14916.666666666666,155850.5519230545,65995100.12539686,6358738436.103177,5433390344.084222,11792128780.187399,726304481.1160642,11291557983.194635,12017862464.3107
347,2078.9166666666665,29635.226498923665,14916.666666666666,0.0,66217859.59122481,6382078653.30651,5433390344.084222,11815468997.390732,726304481.1160642,11350382820.414156,12076687301.53022
348,2079.0,29641.220491209933,14916.666666666666,0.0,66440649.0270142,6405423515.853865,5433390344.084222,11838813859.938087,726304481.1160642,11409287565.083244,12135592046.199308
349,2079.083333333333,29647.15723136413,14916.666666666666,0.0,66663468.14650435,6428772979.374839,5433390344.084222,11862163323.45906,726304481.1160642,11468272200.915728,12194576682.031792
350,2079.1666666666665,29653.03724315477,14916.666666666666,0.0,66886316.66605346,6452126999.90495,5433390344.084222,11885517343.989172,726304481.1160642,11527336711.290705,12253641192.406769
351,2079.25,29658.861046007223,14916.666666666666,0.0,67109194.30461682,6475485533.882273,5433390344.084222,11908875877.966496,726304481.1160642,11586481079.252823,12312785560.368887
352,2079.333333333333,29664.62915503076,14916.666666666666,0.0,67332100.78372532,6498848538.144088,5433390344.084222,11932238882.22831,726304481.1160642,11645705287.512562,12372009768.628626
353,2079.4166666666665,29670.342081045743,14916.666666666666,111495.54348968348,67555035.82746388,6522215969.923565,5444539898.43319,11966755868.356754,726304481.1160642,11705009318.446533,12431313799.562597
354,2079.5,29676.000330611067,14916.666666666666,0.0,67777999.16245027,6545587786.846456,5444539898.43319,11990127685.279646,726304481.1160642,11764393154.097769,12490697635.213833
355,2079.583333333333,29681.60440605101,14916.666666666666,0.0,68000990.51781386,6568963946.927812,5444539898.43319,12013503845.361002,726304481.1160642,11823856776.176031,12550161257.292095
356,2079.6666666666665,29687.15480548267,14916.666666666666,312245.9905658071,68224009.62517461,6592344408.5687275,5475764497.489771,12068108906.058498,726304481.1160642,11883400166.058117,12609704647.174181
357,2079.75,29692.652022843176,14916.666666666666,0.0,68447056.21862216,6615729130.553098,5475764497.489771,12091493628.04287,726304481.1160642,11943023304.788174,12669327785.904238
358,2079.833333333333,29698.09654791673,14916.666666666666,446206.433967094,68670130.03469509,6639118072.0444,5520385140.88648,12159503212.930882,726304481.1160642,12002726173.078014,12729030654.194078
359,2079.9166666666665,29703.488866361884,14916.666666666666,0.0,68893230.81236024,6662511192.582498,5520385140.88648,12182896333.468979,726304481.1160642,12062508751.30745,12788813232.423513
360,2080.0,29708.829459738765,14916.666666666666,613208.3445894113,69116358.29299226,6685908452.0804615,5581705975.345422,12267614427.425884,727784760.0796696,12122371019.524609,12850155779.604279
361,2080.083333333333,29714.11880553608,14916.666666666666,0.0,69339512.22035328,6709309810.821419,5581705975.345422,12291015786.16684,727784760.0796696,12182312957.446285,12910097717.525955
362,2080.1666666666665,29719.357377198256,14916.666666666666,0.0,69562692.3405726,6732715229.455414,5581705975.345422,12314421204.800835,727784760.0796696,12242334544.458271,12970119304.537941
363,2080.25,29724.545644152706,14916.666666666666,661138.004700552,69785898.40212668,6756124668.996299,5647819775.815477,12403944444.811775,730403936.7155949,12302435759.615707,13032839696.331303
364,2080.333333333333,29729.68407183661,14916.666666666666,290392.9168459972,70009130.1558192,6779538090.818639,5676859067.500077,12456397158.318716,730403936.7155949,12362616581.64343,13093020518.359026
365,2080.4166666666665,29734.773121724123,14916.666666666666,0.0,70232387.35476117,6802955456.654642,5676859067.500077,12479814524.15472,730403936.7155949,12422876988.936338,13153280925.651934
366,2080.5,29739.81325135332,14916.666666666666,708490.2264902318,70455669.75435126,6826376728.591107,5747708090.1491,12574084818.740208,734147611.71995,12483216959.559744,13217364571.279694
367,2080.583333333333,29744.80491435308,14916.666666666666,0.0,70678977.11225636,6849801869.066398,5747708090.1491,12597509959.215498,734147611.71995,12543636471.249748,13277784082.969698
368,2080.6666666666665,29749.748560469947,14916.666666666666,518316.1452355532,70902309.18839204,6873230840.867429,5799539704.672656,12672770545.540085,734147611.71995,12604135501.413618,13338283113.133568
369,2080.75,29754.64463559515,14916.666666666666,0.0,71125665.74490336,6896663607.126681,5799539704.672656,12696203311.799337,734147611.71995,12664714027.130156,13398861638.850105
370,2080.833333333333,29759.49358179114,14916.666666666666,0.0,71349046.54614565,6920100131.319236,5799539704.672656,12719639835.991892,734147611.71995,12725372025.150087,13459519636.870037
371,2080.9166666666665,29764.29583731845,14916.666666666666,0.0,71572451.35866557,6943540377.259824,5799539704.672656,12743080081.93248,734147611.71995,12786109471.896458,13520257083.616407
372,2081.0,29769.05183666241,14916.666666666666,0.0,71795879.95118222,6966984309.099904,5799539704.672656,12766524013.77256,734147611.71995,12846926343.465015,13581073955.184965
373,2081.083333333333,29773.762010559607,14916.666666666666,0.0,72019332.09456834,6990431891.324755,5799539704.672656,12789971595.99741,734147611.71995,12907822615.624622,13641970227.344572
374,2081.1666666666665,29778.4267860245,14916.666666666666,0.0,72242807.5618318,7013883088.75059,5799539704.672656,12813422793.423246,734147611.71995,12968798263.817652,13702945875.537601
375,2081.25,29783.04658637596,14916.666666666666,0.0,72466306.12809701,7037337866.521698,5799539704.672656,12836877571.194355,734147611.71995,13029853263.160404,13764000874.880354
376,2081.333333333333,29787.62183126351,14916.666666666666,648094.6926923186,72689827.57058667,7060796190.107594,5864349173.941888,12925145364.04948,736184004.9289273,13090987588.44352,13827171593.372446
377,2081.4166666666665,29792.152936693758,14916.666666666666,664022.9729741674,72913371.66860346,7084258025.300198,5930751471.239305,13015009496.539501,738598893.3211447,13152201214.132402,13890800107.453547
378,2081.5,29796.640315056648,14916.666666666666,0.0,73136938.20351209,7107723338.211033,5930751471.239305,13038474809.450336,738598893.3211447,13213494114.367645,13952093007.68879
379,2081.583333333333,29801.0843751516,14916.666666666666,0.0,73360526.95872118,7131192095.268442,5930751471.239305,13061943566.507748,738598893.3211447,13274866262.965464,14013465156.286608
380,2081.6666666666665,29805.485522213537,14916.666666666666,0.0,73584137.71966557,7154664263.214825,5930751471.239305,13085415734.454128,738598893.3211447,13336317633.418127,14074916526.739271
381,2081.75,29809.84415793905,14916.666666666666,0.0,73807770.2737886,7178139809.103894,5930751471.239305,13108891280.343199,738598893.3211447,13397848198.894407,14136447092.215551
382,2081.833333333333,29814.16068051215,14916.666666666666,0.0,74031424.4105245,7201618700.297957,5930751471.239305,13132370171.537262,738598893.3211447,13459457932.240023,14198056825.561167
383,2081.9166666666665,29818.43548463016,14916.666666666666,758246.9383444936,74255099.92128098,7225100904.465213,6006576165.073754,13231677069.538967,743251225.899022,13521146805.978092,14264398031.877113
384,2082.0,30069.13730005457,14916.666666666666,22492.901983360614,74480028.94111459,7248777402.539422,6008825455.27209,13257602857.811512,743251225.899022,13582914792.309591,14326166018.208612
385,2082.083333333333,30073.364486606515,14916.666666666666,157508.36292087243,74704979.09688096,7272457176.683208,6024576291.5641775,13297033468.247387,743251225.899022,13644761863.113813,14388013089.012835
386,2082.1666666666665,30077.5507829668,14916.666666666666,0.0,74929950.18412912,7296140195.206675,6024576291.5641775,13320716486.770851,743251225.899022,13706687989.948841,14449939215.847862
387,2082.25,30081.69657329139,14916.666666666666,0.0,75154942.00032891,7319826426.717642,6024576291.5641775,13344402718.281818,743251225.899022,13768693144.05202,14511944369.95104
388,2082.333333333333,30085.80223834952,14916.666666666666,835541.2594794319,75379954.344854,7343515840.119029,6108130417.51212,13451646257.63115,749743781.0365313,13830777296.340427,14580521077.376959
389,2082.4166666666665,30089.868155549244,14916.666666666666,0.0,75604987.01896508,7367208404.606246,6108130417.51212,13475338822.118366,749743781.0365313,13892940417.411367,14642684198.447899
390,2082.5,30093.894698962824,14916.666666666666,866021.9086415052,75830039.82579322,7390904089.664609,6194732608.37627,13585636698.040878,756959077.7538384,13955182477.542852,14712141555.29669
391,2082.583333333333,30097.8822393519,14916.666666666666,0.0,76055112.57032332,7414602865.066773,6194732608.37627,13609335473.443043,756959077.7538384,14017503446.694096,14774462524.447933
392,2082.6666666666665,30101.831144192685,14916.666666666666,90048.65188042524,76280205.05937761,7438304700.87019,6203737473.564313,13642042174.434502,756959077.7538384,14079903294.506014,14836862372.259851
393,2082.75,30105.74177770113,14916.666666666666,0.0,76505317.10159945,7462009567.414575,6203737473.564313,13665747040.978888,756959077.7538384,14142381990.301723,14899341068.055561
394,2082.833333333333,30109.614500857708,14916.666666666666,0.0,76730448.50743707,7485717435.319406,6203737473.564313,13689454908.883718,756959077.7538384,14204939503.087055,14961898580.840893
395,2082.9166666666665,30113.449671432296,14916.666666666666,0.0,76955599.08912756,7509428275.481432,6203737473.564313,13713165749.045746,756959077.7538384,14267575801.551064,15024534879.304901
396,2083.0,30117.247644008992,14916.666666666666,180187.30304958424,77180768.66068093,7533142059.072206,6221756203.869271,13754898262.941477,756959077.7538384,14330290854.066545,15087249931.820383
397,2083.083333333333,30121.0087700106,14916.666666666666,0.0,77405957.03786433,7556858757.53563,6221756203.869271,13778614961.404902,756959077.7538384,14393084628.690561,15150043706.444399
398,2083.1666666666665,30124.733397723183,14916.666666666666,0.0,77631164.03818628,7580578342.585532,6221756203.869271,13802334546.454803,756959077.7538384,14455957093.164967,15212916170.918804
399,2083.25,30128.421872320512,14916.666666666666,1000157.8014860431,77856389.48088121,7604300786.203247,6321771984.017876,13926072770.221123,767351369.5664704,14518908214.91694,15286259584.483412
400,2083.333333333333,30132.07453588817,14916.666666666666,0.0,78081633.18689398,7628026060.635227,6321771984.017876,13949798044.653103,767351369.5664704,14581937961.059528,15349289330.626
401,2083.4166666666665,30135.691727447866,14916.666666666666,1029304.4322028488,78306894.97886455,7651754138.390666,6424702427.23816,14076456565.628826,778433204.9982325,14645046298.392176,15423479503.390408
402,2083.5,30139.27378298137,14916.666666666666,1043788.9722560236,78532174.6811128,7675484992.239143,6529081324.463762,14204566316.702906,789857604.0635971,14708233193.401285,15498090797.464882
403,2083.583333333333,30142.82103545449,14916.666666666666,0.0,78757472.11962341,7699218595.208287,6529081324.463762,14228299919.67205,789857604.0635971,14771498612.26076,15561356216.324356
404,2083.6666666666665,30146.33381484078,14916.666666666666,225391.2756923762,78982787.12203094,7722954920.581455,6551620452.033,14274575372.614456,789857604.0635971,14834842520.832565,15624700124.896162
405,2083.75,30149.81244814529,14916.666666666666,0.0,79208119.517605,7746693941.895434,6551620452.033,14298314393.928434,789857604.0635971,14898264884.66729,15688122488.730886
406,2083.833333333333,30153.257259428123,14916.666666666666,1101140.6955122426,79433469.13723548,7770435632.938158,6661734521.584225,14432170154.522383,802637673.465201,14961765669.004707,15764403342.469908
407,2083.9166666666665,30156.668569827725,14916.666666666666,0.0,79658835.81341796,7794179967.746441,6661734521.584225,14455914489.330666,802637673.465201,15025344838.774355,15827982512.239555
408,2084.0,30160.046697584407,14916.666666666666,0.0,79884219.38023922,7817926920.603736,6661734521.584225,14479661442.187962,802637673.465201,15089002358.596104,15891640032.061304
409,2084.083333333333,30163.39195806332,14916.666666666666,0.0,80109619.67336287,7841676466.037902,6661734521.584225,14503410987.622128,802637673.465201,15152738192.780739,15955375866.24594
410,2084.1666666666665,30166.704663777607,14916.666666666666,0.0,80335036.53001508,7865428578.818996,6661734521.584225,14527163100.403221,802637673.465201,15216552305.330547,16019189978.795748
411,2084.25,30169.98512441137,14916.666666666666,0.0,80560469.78897047,7889183233.957082,6661734521.584225,14550917755.541306,802637673.465201,15280444659.939907,16083082333.405107
412,2084.333333333333,30173.233646842367,14916.666666666666,0.0,80785919.29053801,7912940406.700051,6661734521.584225,14574674928.284275,802637673.465201,15344415219.995876,16147052893.461077
413,2084.4166666666665,30176.45053516473,14916.666666666666,0.0,81011384.87654717,7936700072.53147,6661734521.584225,14598434594.115696,802637673.465201,15408463948.5788,16211101622.044
414,2084.5,30179.636090711603,14916.666666666666,90202.00774883977,81236866.39033407,7960462207.168439,6670754722.359109,14631216929.527548,802637673.465201,15472590808.462908,16275228481.928108
415,2084.583333333333,30182.790612077377,14916.666666666666,294355.6256377218,81462363.67672779,7984226786.559465,6700190284.922881,14684417071.482346,802637673.465201,15536795762.116924,16339433435.582125
416,2084.6666666666665,30185.91439514013,14916.666666666666,0.0,81687876.58203682,8007993786.882365,6700190284.922881,14708184071.805246,802637673.465201,15601078771.704681,16403716445.169882
417,2084.75,30189.00773308378,14916.666666666666,0.0,81913404.95403558,8031763184.5421715,6700190284.922881,14731953469.465054,802637673.465201,15665439799.085735,16468077472.550936
418,2084.833333333333,30192.07091642003,14916.666666666666,248179.07847940625,82138948.64195101,8055534956.169064,6725008192.770822,14780543148.939884,802637673.465201,15729878805.815987,16532516479.281187
419,2084.9166666666665,30195.10423301032,14916.666666666666,0.0,82364507.4964494,8079309078.616313,6725008192.770822,14804317271.387135,802637673.465201,15794395753.148312,16597033426.613512
420,2085.0,30198.107968087643,14916.666666666666,0.0,82590081.36962317,8103085528.958247,6725008192.770822,14828093721.729069,802637673.465201,15858990602.033186,16661628275.498386
421,2085.083333333333,30201.082404278124,14916.666666666666,398680.3543222275,82815670.1149779,8126864284.48823,6764876228.203044,14891740512.691273,802637673.465201,15923663313.119322,16726300986.584522
422,2085.1666666666665,30204.02782162254,14916.666666666666,0.0,83041273.58741933,8150645322.716654,6764876228.203044,14915521550.919697,802637673.465201,15988413846.75431,16791051520.219511
423,2085.25,30206.944497597757,14916.666666666666,0.0,83266891.64324066,8174428621.368958,6764876228.203044,14939304849.572002,802637673.465201,16053242162.985262,16855879836.450462
424,2085.333333333333,30209.832707137903,14916.666666666666,0.0,83492524.14010967,8198214158.383657,6764876228.203044,14963090386.5867,802637673.465201,16118148221.559454,16920785895.024654
425,2085.4166666666665,30212.69272265554,14916.666666666666,466816.7743521475,83718170.93705629,8222001911.910382,6811557905.638259,15033559817.548641,802637673.465201,16183131981.92499,16985769655.39019
426,2085.5,30215.524814062657,14916.666666666666,0.0,83943831.89445995,8245791860.307947,6811557905.638259,15057349765.946205,802637673.465201,16248193403.231447,17050831076.696648
427,2085.583333333333,30218.329248791488,14916.666666666666,0.0,84169506.87403724,8269583982.142427,6811557905.638259,15081141887.780685,802637673.465201,16313332444.330542,17115970117.795742
428,2085.6666666666665,30221.106291815217,14916.666666666666,0.0,84395195.73882964,8293378256.185251,6811557905.638259,15104936161.82351,802637673.465201,16378549063.776796,17181186737.241997
429,2085.75,30223.85620566867,14916.666666666666,533843.4294172698,84620898.35319132,8317174661.411311,6864942248.579986,15182116909.991297,802637673.465201,16443843219.828207,17246480893.293407
430,2085.833333333333,30226.579250468712,14916.666666666666,45144.59413386827,84846614.582777,8340973176.997091,6869456707.993373,15210429884.990463,802637673.465201,16509214870.446918,17311852543.91212
431,2085.9166666666665,30229.27568393449,14916.666666666666,0.0,85072344.29452999,8364773782.318808,6869456707.993373,15234230490.31218,802637673.465201,16574663973.2999,17377301646.765102
432,2086.0,30231.94576140787,14916.666666666666,135837.2427095013,85298087.35667036,8388576456.950565,6883040432.264323,15271616889.21489,802637673.465201,16640190485.759632,17442828159.224834
433,2086.083333333333,30234.58973587321,14916.666666666666,473111.1356788997,85523843.63868307,8412381180.662534,6930351545.832213,15342732726.494747,802637673.465201,16705794364.904787,17508432038.369987
434,2086.1666666666665,30237.20785797751,14916.666666666666,0.0,85749613.01130629,8436187933.419133,6930351545.832213,15366539479.251347,802637673.465201,16771475567.520926,17574113240.986126
