t,year,rocket_arrivals_tons,elevator_arrivals_tons,isru_production_tons,cumulative_city_tons,D_E_aggressive,D_M,D_total_aggressive,D_E_conservative,D_M_conservative,D_total_conservative
284,2073.6666666666665,28394.039553124207,44750.0,292576.1582124968,94972065.23263924,12996521324.277945,75977652.18611144,13072498976.464056,74282707.2198235,29305236.410252627,103587943.63007613
285,2073.75,28404.63543568367,44750.0,321838.1889848129,95337838.40981764,13055658903.484167,76299490.37509625,13131958393.859262,74562495.23005311,29447994.191053744,104010489.42110686
286,2073.8333333333335,28415.13368087904,44750.0,263440.8874814379,95703664.07822204,13114818319.040396,76562931.26257768,13191381250.302973,74769243.0961396,29590786.785665993,104360029.88180558
287,2073.9166666666665,28425.53511437157,44750.0,292702.14045748627,96069541.75379393,13173999369.578289,76855633.40303516,13250855002.981323,75012524.38810311,29733613.892552666,104746138.28065577
288,2074.0,0.0,44750.0,179000.0,96293291.75379393,13174055307.078289,77034633.40303516,13251089940.481323,75095759.21317977,29890776.032491338,104986535.24567111
289,2074.0833333333335,0.0,44750.0,196900.0,96517041.75379393,13174111244.578289,77231533.40303516,13251342777.981323,75235908.11755164,30020306.908993844,105256215.02654548
290,2074.1666666666665,0.0,44750.0,161100.0,96740791.75379393,13174167182.078289,77392633.40303516,13251559815.481323,75313310.10844155,30164235.316281922,105477545.42472348
291,2074.25,0.0,44750.0,179000.0,96964541.75379393,13174223119.578289,77571633.40303516,13251794752.981323,75414372.26558587,30307135.590566464,105721507.85615233
292,2074.3333333333335,0.0,44750.0,196900.0,97188291.75379393,13174279057.078289,77768533.40303516,13252047590.481323,75537104.16788904,30450600.06872393,105987704.23661298
293,2074.4166666666665,0.0,44750.0,161100.0,97412041.75379393,13174334994.578289,77929633.40303516,13252264627.981323,75615044.77497084,30594097.583058488,106209142.35802934
294,2074.5,0.0,44750.0,179000.0,97635791.75379393,13174390932.078289,78108633.40303516,13252499565.481323,75715319.44788699,30737627.844725575,106452947.29261257
295,2074.5833333333335,0.0,44750.0,179000.0,97859541.75379393,13174446869.578289,78287633.40303516,13252734502.981323,75815553.54499854,30881190.56703633,106696744.11203487
296,2074.6666666666665,0.0,44750.0,196900.0,98083291.75379393,13174502807.078289,78484533.40303516,13252987340.481323,75938122.42198342,31024785.465448428,106962907.88743185
297,2074.75,0.0,44750.0,161100.0,98307041.75379393,13174558744.578289,78645633.40303516,13253204377.981323,76015901.43184792,31168412.25755683,107184313.68940474
298,2074.8333333333335,0.0,44750.0,179000.0,98530791.75379393,13174614682.078289,78824633.40303516,13253439315.481323,76116015.92493843,31312070.663084418,107428086.58802284
299,2074.9166666666665,0.0,44750.0,179000.0,98754541.75379393,13174670619.578289,79003633.40303516,13253674252.981323,76216091.24895327,31455760.40387254,107671851.6528258
300,2075.0,0.0,44750.0,179000.0,98978291.75379393,13174726557.078289,79182633.40303516,13253909190.481323,76316127.74895461,31599481.20387146,107915608.95282607
301,2075.0833333333335,0.0,44750.0,181242.1711899791,99202041.75379393,13174782494.578289,79363875.57422514,13254146370.152514,76400997.85444613,31757577.290668227,108158575.14511436
302,2075.1666666666665,0.0,44750.0,199132.82881002087,99425791.75379393,13174838432.078289,79563008.40303516,13254401440.481323,76543464.37124552,31887486.90603873,108430951.27728425
303,2075.25,0.0,44750.0,216948.94202331247,99649541.75379393,13174894369.578289,79779957.34505847,13254674326.923347,76690232.26938167,32031771.529553115,108722003.79893479
304,2075.3333333333335,0.0,44750.0,118676.05797668752,99873291.75379393,13174950307.078289,79898633.40303516,13254848940.481323,76746169.76938167,32176086.38963479,108922256.15901646
305,2075.4166666666665,0.0,25341.649241217972,101366.59696487187,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,32320431.21832252,109098278.04925571
306,2075.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,32464805.749722827,109242652.58065602
307,2075.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,32609209.719999824,109387056.55093302
308,2075.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,32768057.126584534,109545903.95751773
309,2075.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,32898104.932066746,109675951.76299995
310,2075.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,33042595.65638034,109820442.48731354
311,2075.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,33187114.784597173,109964961.61553037
312,2076.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,33331662.063014448,110109508.89394765
313,2076.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,33476237.239924625,110254084.07085782
314,2076.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,33635272.814606026,110413119.64553922
315,2076.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,33765470.29230625,110543317.12323946
316,2076.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,33910127.67424346,110687974.50517666
317,2076.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,34055287.694250435,110833134.52518363
318,2076.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,34214966.518281214,110992813.3492144
319,2076.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,34345688.190501556,111123535.02143475
320,2076.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,34490928.18462604,111268775.01555924
321,2076.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,34636194.35788726,111414041.18882045
322,2076.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,34781486.47403477,111559333.30496797
323,2076.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,34941310.47976993,111719157.31070313
324,2077.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,35072147.599495836,111849994.43042904
325,2077.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,35217582.12146127,111995428.95239447
326,2077.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,35362909.70888703,112140756.53982022
327,2077.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,35508328.06196294,112286174.89289615
328,2077.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,35653770.98001989,112431617.81095308
329,2077.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,35799238.23990326,112577085.07083645
330,2077.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,35944729.620284885,112722576.45121808
331,2077.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,36090244.90165195,112868091.73258515
332,2077.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,36235783.8662958,113013630.697229
333,2077.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,36381346.29830084,113159193.12923405
334,2077.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,36526931.98353337,113304778.81446657
335,2077.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,36673020.271391936,113450867.10232514
336,2078.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,36819131.58464209,113596978.4155753
337,2078.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,36965265.71264382,113743112.54357702
338,2078.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,37126015.608223185,113903862.43915638
339,2078.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,37257601.57909133,114035448.41002452
340,2078.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,37403835.897511385,114181682.72844458
341,2078.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,37564692.501634054,114342539.33256724
342,2078.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,37696271.32354554,114474118.15447873
343,2078.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,37842538.01394947,114620384.84488267
344,2078.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,37988826.09305572,114766672.92398891
345,2078.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,38149745.18754812,114927592.01848131
346,2078.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,38281465.63128884,115059312.46222204
347,2078.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,38427816.70151758,115205663.53245078
348,2079.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,38517316.70151758,115295163.53245078
349,2079.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,38615766.70151758,115393613.53245078
350,2079.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,38696316.70151758,115474163.53245078
351,2079.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,38785816.70151758,115563663.53245078
352,2079.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,38884266.70151758,115662113.53245078
353,2079.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,38964816.70151758,115742663.53245078
354,2079.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39054316.70151758,115832163.53245078
355,2079.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39143816.70151758,115921663.53245078
356,2079.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39242266.70151758,116020113.53245078
357,2079.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39322816.70151758,116100663.53245078
358,2079.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39412316.70151758,116190163.53245078
359,2079.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39501816.70151758,116279663.53245078
360,2080.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39591316.70151758,116369163.53245078
361,2080.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39681937.78711257,116459784.61804578
362,2080.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39781504.20151758,116559351.03245078
363,2080.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39889978.672529235,116667825.50346243
364,2080.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,39949316.70151758,116727163.53245078
365,2080.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
366,2080.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
367,2080.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
368,2080.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
369,2080.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
370,2080.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
371,2080.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
372,2081.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
373,2081.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
374,2081.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
375,2081.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
376,2081.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
377,2081.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
378,2081.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
379,2081.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
380,2081.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
381,2081.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
382,2081.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
383,2081.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
384,2082.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
385,2082.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
386,2082.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
387,2082.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
388,2082.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
389,2082.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
390,2082.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
391,2082.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
392,2082.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
393,2082.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
394,2082.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
395,2082.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
396,2083.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
397,2083.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
398,2083.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
399,2083.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
400,2083.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
401,2083.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
402,2083.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
403,2083.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
404,2083.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
405,2083.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
406,2083.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
407,2083.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
408,2084.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
409,2084.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
410,2084.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
411,2084.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
412,2084.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
413,2084.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
414,2084.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
415,2084.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
416,2084.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
417,2084.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
418,2084.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
419,2084.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
420,2085.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
421,2085.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
422,2085.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
423,2085.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
424,2085.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
425,2085.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
426,2085.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
427,2085.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
428,2085.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
429,2085.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
430,2085.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
431,2085.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
432,2086.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
433,2086.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
434,2086.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
435,2086.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
436,2086.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
437,2086.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
438,2086.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
439,2086.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
440,2086.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
441,2086.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
442,2086.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
443,2086.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
444,2087.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
445,2087.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
446,2087.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
447,2087.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
448,2087.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
449,2087.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
450,2087.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
451,2087.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
452,2087.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
453,2087.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
454,2087.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
455,2087.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
456,2088.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
457,2088.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
458,2088.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
459,2088.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
460,2088.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
461,2088.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
462,2088.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
463,2088.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
464,2088.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
465,2088.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
