t,year,rocket_arrivals_tons,elevator_arrivals_tons,isru_production_tons,cumulative_city_tons,D_E_aggressive,D_M,D_total_aggressive,D_E_conservative,D_M_conservative,D_total_conservative
658,2104.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
659,2104.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
660,2105.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
661,2105.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
662,2105.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
663,2105.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
664,2105.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
665,2105.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
666,2105.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
667,2105.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
668,2105.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
669,2105.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
670,2105.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
671,2105.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
672,2106.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
673,2106.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
674,2106.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
675,2106.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
676,2106.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
677,2106.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
678,2106.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
679,2106.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
680,2106.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
681,2106.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
682,2106.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
683,2106.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
684,2107.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
685,2107.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
686,2107.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
687,2107.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
688,2107.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
689,2107.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
690,2107.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
691,2107.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
692,2107.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
693,2107.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
694,2107.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
695,2107.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
696,2108.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
697,2108.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
698,2108.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
699,2108.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
700,2108.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
701,2108.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
702,2108.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
703,2108.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
704,2108.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
705,2108.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
706,2108.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
707,2108.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
708,2109.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
709,2109.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
710,2109.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
711,2109.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
712,2109.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
713,2109.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
714,2109.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
715,2109.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
716,2109.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
717,2109.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
718,2109.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
719,2109.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
720,2110.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
721,2110.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
722,2110.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
723,2110.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
724,2110.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
725,2110.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
726,2110.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
727,2110.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
728,2110.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
729,2110.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
730,2110.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
731,2110.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
732,2111.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
733,2111.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
734,2111.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
735,2111.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
736,2111.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
737,2111.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
738,2111.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
739,2111.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
740,2111.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
741,2111.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
742,2111.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
743,2111.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
744,2112.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
745,2112.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
746,2112.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
747,2112.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
748,2112.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
749,2112.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
750,2112.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
751,2112.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
752,2112.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
753,2112.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
754,2112.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
755,2112.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
756,2113.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
757,2113.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
758,2113.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
759,2113.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
760,2113.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
761,2113.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
762,2113.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
763,2113.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
764,2113.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
765,2113.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
766,2113.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
767,2113.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
768,2114.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
769,2114.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
770,2114.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
771,2114.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
772,2114.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
773,2114.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
774,2114.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
775,2114.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
776,2114.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
777,2114.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
778,2114.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
779,2114.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
780,2115.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
781,2115.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
782,2115.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
783,2115.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
784,2115.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
785,2115.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
786,2115.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
787,2115.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
788,2115.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
789,2115.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
790,2115.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
791,2115.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
792,2116.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
793,2116.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
794,2116.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
795,2116.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
796,2116.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
797,2116.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
798,2116.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
799,2116.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
800,2116.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
801,2116.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
802,2116.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
803,2116.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
804,2117.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
805,2117.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
806,2117.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
807,2117.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
808,2117.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
809,2117.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
810,2117.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
811,2117.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
812,2117.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
813,2117.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
814,2117.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
815,2117.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
816,2118.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
817,2118.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
818,2118.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
819,2118.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
820,2118.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
821,2118.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
822,2118.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
823,2118.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
824,2118.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
825,2118.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
826,2118.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
827,2118.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
828,2119.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
829,2119.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
830,2119.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
831,2119.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
832,2119.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
833,2119.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
834,2119.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
835,2119.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
836,2119.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
837,2119.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
838,2119.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
839,2119.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
840,2120.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
